group_index,item_id,source_item_uid,domain,concept,task,is_repeated_check,stem,file
10,ITEM_635,GPT_A_C05,Physics,圆周运动,A,False,概念：圆周运动。解释：圆周运动需要指向圆心的向心加速度。常见误解：向心力把物体甩出去。正确说明：向心力指向圆心，改变速度方向而非大小。,ad21f69584e04e708e543860490f7762.xlsx
11,ITEM_096,claude_A_C06,Physics,摩擦力与运动,A,False,概念：摩擦力与运动。解释：摩擦力可以与运动方向相同，静摩擦力也可以是驱动力。常见误解：摩擦力总是阻碍运动。正确说明：摩擦力阻碍的是相对滑动趋势，并非一定反向于运动。,ad21f69584e04e708e543860490f7762.xlsx
12,ITEM_366,Gemini_A_C06,Physics,摩擦力与运动,A,False,概念：摩擦力与运动。解释：摩擦力是阻碍物体相对运动或相对运动趋势的力。常见误解：摩擦力总是阻碍物体的运动。正确说明：摩擦力也可以是动力，比如人走路时地面提供的静摩擦力。,ad21f69584e04e708e543860490f7762.xlsx
14,ITEM_211,豆包_B_C01,Physics,惯性,B,False,概念：惯性。标题：急刹那刻。场景：公交急刹，小林身体前倾，才发现身体会保持原来的运动。标签：惯性、运动状态、净力。提醒：别把惯性误解成一种力。,ad21f69584e04e708e543860490f7762.xlsx
15,ITEM_391,Gemini_B_C01,Physics,惯性,B,False,概念：惯性。标题：急刹那刻。场景：公交急刹，小林身体前倾，才发现身体会保持原来的运动。标签：惯性、运动状态、净力。提醒：别把惯性误解成一种力。,ad21f69584e04e708e543860490f7762.xlsx
16,ITEM_302,DEEPSEEK_B_C02,Physics,净力与加速度,B,False,概念：净力与加速度。标题：推车谜题。场景：小艾推购物车，越推越快。朋友问：不是力大速度就大吗。标签：净力、加速度、速度变化。提醒：净力决定加速度，不是直接定速度。,ad21f69584e04e708e543860490f7762.xlsx
17,ITEM_752,GLM_B_C02,Physics,净力与加速度,B,False,概念：净力与加速度。标题：踩油门的真相。场景：小明猛踩油门，车速骤增，这是净力让物体产生了加速度。标签：净力、加速度、变速。提醒：速度大不代表受力大，净力决定加速度。,ad21f69584e04e708e543860490f7762.xlsx
18,ITEM_303,DEEPSEEK_B_C03,Physics,牛顿第三定律,B,False,概念：牛顿第三定律。标题：对掌游戏。场景：阿杰和同学互推手掌，两人同时后退，力是一起出现的。标签：作用力、反作用力、同时。提醒：作用与反作用同时产生，不分先后。,ad21f69584e04e708e543860490f7762.xlsx
19,ITEM_663,GPT_B_C03,Physics,牛顿第三定律,B,False,概念：牛顿第三定律。标题：两人推墙。场景：操场边，阿杰推墙时手发麻，墙也在反推他的手。标签：作用力、反作用、相互。提醒：别以为强者施力更大。,ad21f69584e04e708e543860490f7762.xlsx
20,ITEM_214,豆包_B_C04,Physics,抛体运动,B,False,概念：抛体运动。标题：抛出的皮球。场景：小刚扔皮球，皮球虽受重力，水平方向仍保持匀速运动。标签：抛体、重力、匀速。提醒：误以为抛体水平方向会减速。,ad21f69584e04e708e543860490f7762.xlsx
21,ITEM_394,Gemini_B_C04,Physics,抛体运动,B,False,概念：抛体运动。标题：扔出的粉笔。场景：老师平抛和让粉笔自由掉落，两支竟同时落地，学生们惊讶极了。标签：平抛、重力、独立运动。提醒：水平扔出的速度不影响物体落地的快慢。,ad21f69584e04e708e543860490f7762.xlsx
22,ITEM_125,claude_B_C05,Physics,圆周运动,B,False,概念：圆周运动。标题：甩石头的绳。场景：阿强甩石头，绳子一断石头飞出去，不是向外飞而是沿切线飞。标签：向心力、切线方向、圆周。提醒：没有所谓的'离心力'，松手是失去向心力。,ad21f69584e04e708e543860490f7762.xlsx
23,ITEM_755,GLM_B_C05,Physics,圆周运动,B,False,概念：圆周运动。标题：甩干桶的秘密。场景：洗衣机甩干时，衣服在桶内转圈，向心力不断改变速度方向。标签：圆周运动、向心力、变速。提醒：匀速圆周运动并非真正匀速，方向一直在变。,ad21f69584e04e708e543860490f7762.xlsx
24,ITEM_126,claude_B_C06,Physics,摩擦力与运动,B,False,概念：摩擦力与运动。标题：鞋底推着走。场景：小敏跑步，鞋底摩擦地面向后，地面摩擦力向前推着她跑。标签：摩擦力、驱动力、相对滑动。提醒：摩擦力不总是阻力，也可以是动力。,ad21f69584e04e708e543860490f7762.xlsx
25,ITEM_396,Gemini_B_C06,Physics,摩擦力与运动,B,False,概念：摩擦力与运动。标题：起跑的瞬间。场景：运动员起跑用力蹬地，全靠鞋底向前的静摩擦力推着他如离弦之箭冲刺。标签：摩擦力、动力、相对趋势。提醒：摩擦力不仅仅是阻力，也能成为前进的动力。,ad21f69584e04e708e543860490f7762.xlsx
26,ITEM_453,mimo_A_C03,Physics,牛顿第三定律,A,True,概念：牛顿第三定律。解释：作用力与反作用力大小相等、方向相反，分别作用在两个不同物体上。常见误解：作用力与反作用力能互相抵消。正确说明：它们作用在不同物体上，不能抵消。,ad21f69584e04e708e543860490f7762.xlsx
27,ITEM_511,mimo_C_C01,Physics,惯性,C,False,概念：惯性。题目：公交急刹时，乘客身体为什么会前倾。选项：A. 身体保持原来的运动状态；B. 身体受到向前的推力；C. 重力突然增大了；D. 空气把人往前推。答案：A。解析：惯性使身体在短时间内保持原来的运动状态。,ad21f69584e04e708e543860490f7762.xlsx
28,ITEM_601,KIMI_C_C01,Physics,惯性,C,False,概念：惯性。题目：公交急刹时，人为什么会前倾。选项：A. 身体保持原运动；B. 前方有吸力；C. 司机推了乘客；D. 重力突然变大。答案：A。解析：惯性使身体短时保持原来的运动状态。,ad21f69584e04e708e543860490f7762.xlsx
29,ITEM_242,豆包_C_C02,Physics,净力与加速度,C,False,概念：净力与加速度。题目：物体速度变快，原因是。选项：A. 受同向净力；B. 受反向净力；C. 不受力；D. 受力平衡。答案：A。解析：净力与速度同向时，物体产生正向加速度。,ad21f69584e04e708e543860490f7762.xlsx
30,ITEM_602,KIMI_C_C02,Physics,净力与加速度,C,False,概念：净力与加速度。题目：用力推箱子，箱子立刻获得什么。选项：A. 加速度；B. 大速度；C. 大位移；D. 高温度。答案：A。解析：净力直接产生加速度，而非立刻大速度。,ad21f69584e04e708e543860490f7762.xlsx
31,ITEM_063,千问_C_C03,Physics,牛顿第三定律,C,False,概念：牛顿第三定律。题目：小刚推墙后退，说明。选项：A. 墙对小刚有反推力；B. 墙比人重；C. 小刚力气大；D. 地面滑。答案：A。解析：作用力与反作用力大小相等，方向相反。,ad21f69584e04e708e543860490f7762.xlsx
32,ITEM_243,豆包_C_C03,Physics,牛顿第三定律,C,False,概念：牛顿第三定律。题目：推墙时手感到力，原因是。选项：A. 墙对手有反作用力；B. 墙很坚硬；C. 手的力被消耗；D. 空气推了手。答案：A。解析：作用力与反作用力大小相等、方向相反。,ad21f69584e04e708e543860490f7762.xlsx
33,ITEM_064,千问_C_C04,Physics,抛体运动,C,False,概念：抛体运动。题目：篮球投出后，水平方向受力吗。选项：A. 受向前的推力；B. 受空气阻力；C. 不受力；D. 受重力。答案：C。解析：水平方向无推力，仅靠惯性匀速运动。,ad21f69584e04e708e543860490f7762.xlsx
34,ITEM_424,Gemini_C_C04,Physics,抛体运动,C,False,概念：抛体运动。题目：从同一高度同时松手让子弹掉落和用枪水平射出，谁先落地。选项：A. 水平射出的子弹先落地；B. 自由掉落的子弹先落地；C. 两颗子弹同时落地；D. 水平速度越快落地越晚。答案：C。解析：落地时间只由竖直高度决定，与水平速度无关。,ad21f69584e04e708e543860490f7762.xlsx
35,ITEM_425,Gemini_C_C05,Physics,圆周运动,C,False,概念：圆周运动。题目：链球运动员在旋转时突然松手，链球会怎么飞出去。选项：A. 顺着松手时的切线方向直飞；B. 受到离心力向外飞出；C. 继续绕着运动员转圈；D. 立刻垂直掉落在地上。答案：A。解析：不存在离心力，松手后链球靠惯性沿切线方向飞出。,ad21f69584e04e708e543860490f7762.xlsx
36,ITEM_785,GLM_C_C05,Physics,圆周运动,C,False,概念：圆周运动。题目：匀速圆周运动是匀速运动吗。选项：A. 是，速度大小不变；B. 不是，速度方向在变；C. 是，加速度为零；D. 不是，速率时刻改变。答案：B。解析：速度方向时刻改变，是变速运动。,ad21f69584e04e708e543860490f7762.xlsx
37,ITEM_516,mimo_C_C06,Physics,摩擦力与运动,C,False,概念：摩擦力与运动。题目：人在地面上走路前进，推动人前进的力是。选项：A. 脚对地面的蹬力；B. 地面对脚的摩擦力；C. 空气的推力；D. 肌肉产生的惯性力。答案：B。解析：摩擦力不一定阻碍运动，走路时地面摩擦力提供前进动力。,ad21f69584e04e708e543860490f7762.xlsx
38,ITEM_696,GPT_C_C06,Physics,摩擦力与运动,C,False,概念：摩擦力与运动。题目：人走路向前，地面对脚的摩擦力怎样。选项：A. 可向前推动人；B. 总是向后阻碍；C. 一定等于零；D. 只在空中存在。答案：A。解析：摩擦力方向取决于相对运动趋势。,ad21f69584e04e708e543860490f7762.xlsx
40,ITEM_064,千问_C_C04,Physics,抛体运动,C,True,概念：抛体运动。题目：篮球投出后，水平方向受力吗。选项：A. 受向前的推力；B. 受空气阻力；C. 不受力；D. 受重力。答案：C。解析：水平方向无推力，仅靠惯性匀速运动。,ad21f69584e04e708e543860490f7762.xlsx
1,ITEM_457,mimo_A_C07,Chemistry,质量守恒,A,False,概念：质量守恒。解释：化学反应前后，参与反应的各物质总质量保持不变。常见误解：反应后质量一定不变。正确说明：敞口体系中气体逸出可能导致质量减少，但原子总数不变。,d63ee049bcdc4003b8cf470847f082ff.xlsx
2,ITEM_727,GLM_A_C07,Chemistry,质量守恒,A,False,概念：质量守恒。解释：在封闭系统中，化学反应前后物质的总质量保持不变。常见误解：质量守恒意味着原子不变化。正确说明：原子种类和数目不变，但分子会重新组合。,d63ee049bcdc4003b8cf470847f082ff.xlsx
3,ITEM_098,claude_A_C08,Chemistry,物质微粒观,A,False,概念：物质微粒观。解释：物质由原子、分子等微粒构成，微粒之间有间隔，处于不断运动中。常见误解：物质是连续的，可以无限分割。正确说明：物质有最小结构单元，不能无限分割。,d63ee049bcdc4003b8cf470847f082ff.xlsx
4,ITEM_728,GLM_A_C08,Chemistry,物质微粒观,A,False,概念：物质微粒观。解释：物质由微粒构成，微粒间有间隙，且在不断运动。常见误解：微粒间紧密无间隙。正确说明：微粒间存在间隙，热胀冷缩是间隙改变的宏观表现。,d63ee049bcdc4003b8cf470847f082ff.xlsx
5,ITEM_189,豆包_A_C09,Chemistry,相变,A,False,概念：相变。解释：相变是物质在固、液、气间转变，仅改状态不改本质。常见误解：相变是化学反应。正确说明：相变无新物质生成，属于物理变化。,d63ee049bcdc4003b8cf470847f082ff.xlsx
6,ITEM_459,mimo_A_C09,Chemistry,相变,A,False,概念：相变。解释：相变是物质在固、液、气等状态之间的转变过程。常见误解：相变时温度一直升高。正确说明：相变过程中温度保持不变，吸收或释放的是潜热。,d63ee049bcdc4003b8cf470847f082ff.xlsx
7,ITEM_010,千问_A_C10,Chemistry,化学反应与物理变化,A,False,概念：化学反应与物理变化。解释：化学反应生成新物质，物理变化不生成。常见误解：发光发热就是化学变化。正确说明：灯泡发光发热是物理变化，未生成新物质。,d63ee049bcdc4003b8cf470847f082ff.xlsx
8,ITEM_190,豆包_A_C10,Chemistry,化学反应与物理变化,A,False,概念：化学反应与物理变化。解释：化学反应生成新物质，物理变化仅改变状态或形态。常见误解：有状态变化就是化学反应。正确说明：无新物质生成的状态变化是物理变化。,d63ee049bcdc4003b8cf470847f082ff.xlsx
9,ITEM_281,DEEPSEEK_A_C11,Chemistry,化学键,A,False,概念：化学键。解释：原子通过化学键连接成分子，断键吸热、成键放热。常见误解：分子断裂就会放出热量。正确说明：断开化学键需要吸收能量，成键时才放出能量。,d63ee049bcdc4003b8cf470847f082ff.xlsx
10,ITEM_641,GPT_A_C11,Chemistry,化学键,A,False,概念：化学键。解释：化学键是原子间因电子作用形成的稳定联系。常见误解：化学键像小棍子。正确说明：化学键不是实物棍子，而是电子相互作用。,d63ee049bcdc4003b8cf470847f082ff.xlsx
11,ITEM_102,claude_A_C12,Chemistry,溶液浓度与稀释,A,False,概念：溶液浓度与稀释。解释：稀释溶液时，溶质的量不变，溶剂增多，浓度降低。常见误解：浓度减半只需加等量水。正确说明：浓度减半需使溶液总体积翻倍，而非仅加等量水。,d63ee049bcdc4003b8cf470847f082ff.xlsx
12,ITEM_372,Gemini_A_C12,Chemistry,溶液浓度与稀释,A,False,概念：溶液浓度与稀释。解释：浓度指单位体积溶液中溶质的量。加溶剂稀释会降低浓度，但不改变溶质总量。常见误解：稀释后，溶质的质量或分子变小了。正确说明：稀释仅增加了溶剂的量，溶质的颗粒大小和总质量不变。,d63ee049bcdc4003b8cf470847f082ff.xlsx
14,ITEM_217,豆包_B_C07,Chemistry,质量守恒,B,False,概念：质量守恒。标题：燃烧的纸片。场景：小美烧纸片，灰烬加气体质量总和与原纸片相等。标签：质量守恒、燃烧、总和。提醒：误以为燃烧后质量会减少。,d63ee049bcdc4003b8cf470847f082ff.xlsx
15,ITEM_397,Gemini_B_C07,Chemistry,质量守恒,B,False,概念：质量守恒。标题：烧完的火柴。场景：小华称量燃烧的火柴，发现若用罩子收集散逸的烟气，总重量根本没变。标签：质量守恒、封闭系统、气体散逸。提醒：燃烧变轻是因为气体跑了，物质的质量没消失。,d63ee049bcdc4003b8cf470847f082ff.xlsx
16,ITEM_308,DEEPSEEK_B_C08,Chemistry,物质微粒观,B,False,概念：物质微粒观。标题：水的秘密。场景：小咛盯着杯里静止的水，想象里面无数分子正在疯狂运动。标签：微粒、分子运动、空隙。提醒：即使水静止，水分子也永远在动。,d63ee049bcdc4003b8cf470847f082ff.xlsx
17,ITEM_758,GLM_B_C08,Chemistry,物质微粒观,B,False,概念：物质微粒观。标题：乒乓球瘪了。场景：热水泡瘪乒乓球，球内气体微粒间距变大，球复原了。标签：微粒观、热胀冷缩、微粒间距。提醒：微粒间有空隙，并非紧密无间挤在一起。,d63ee049bcdc4003b8cf470847f082ff.xlsx
18,ITEM_309,DEEPSEEK_B_C09,Chemistry,相变,B,False,概念：相变。标题：冰水恒温。场景：阿哲测冰水混合物，温度停在零度不动，明明在加热啊。标签：相变、熔点、潜热。提醒：冰化完前温度不变，热量用于熔化。,d63ee049bcdc4003b8cf470847f082ff.xlsx
19,ITEM_669,GPT_B_C09,Chemistry,相变,B,False,概念：相变。标题：冰块融化。场景：厨房里，小美看冰块化成水，知道物质种类没变。标签：相变、状态、水。提醒：融化不是化学反应。,d63ee049bcdc4003b8cf470847f082ff.xlsx
20,ITEM_220,豆包_B_C10,Chemistry,化学反应与物理变化,B,False,概念：化学反应与物理变化。标题：折纸与烧纸。场景：小浩折纸是物理变，烧纸生成新物质是化学变化。标签：化学反应、物理变化、新物质。提醒：分不清形变和新物质生成。,d63ee049bcdc4003b8cf470847f082ff.xlsx
21,ITEM_400,Gemini_B_C10,Chemistry,化学反应与物理变化,B,False,概念：化学反应与物理变化。标题：焦黑的白糖。场景：妈妈熬糖色，白糖变成了焦黑的糊状物。原本的分子被破坏重组了。标签：化学反应、物理变化、新物质。提醒：物理变化没有新物质，化学变化生成了新物质。,d63ee049bcdc4003b8cf470847f082ff.xlsx
22,ITEM_131,claude_B_C11,Chemistry,化学键,B,False,概念：化学键。标题：断键要花力气。场景：化学老师说，水变成氢气和氧气需要能量，因为要断开化学键。标签：化学键、断键吸能、原子间力。提醒：化学键是原子间的力，不是分子之间的力。,d63ee049bcdc4003b8cf470847f082ff.xlsx
23,ITEM_761,GLM_B_C11,Chemistry,化学键,B,False,概念：化学键。标题：拆墙的耗能。场景：小赵以为断键会释放能量，其实打断化学键就像拆墙，需吸收能量。标签：化学键、断键吸能、作用力。提醒：断开化学键需要吸收能量，而非释放能量。,d63ee049bcdc4003b8cf470847f082ff.xlsx
24,ITEM_132,claude_B_C12,Chemistry,溶液浓度与稀释,B,False,概念：溶液浓度与稀释。标题：加水加多少。场景：小赵配药水，把100mL浓液稀释到一半浓度，加100mL水却不够。标签：稀释、浓度、溶质不变。提醒：浓度减半要让总体积翻倍，不只是加等量水。,d63ee049bcdc4003b8cf470847f082ff.xlsx
25,ITEM_402,Gemini_B_C12,Chemistry,溶液浓度与稀释,B,False,概念：溶液浓度与稀释。标题：变淡的糖水。场景：妹妹嫌糖水太甜加了半杯水。水变淡了，但杯底溶化的糖其实一点没少。标签：溶液浓度、稀释、溶质守恒。提醒：稀释只增加了溶剂，溶质的总量并没有改变。,d63ee049bcdc4003b8cf470847f082ff.xlsx
26,ITEM_459,mimo_A_C09,Chemistry,相变,A,True,概念：相变。解释：相变是物质在固、液、气等状态之间的转变过程。常见误解：相变时温度一直升高。正确说明：相变过程中温度保持不变，吸收或释放的是潜热。,d63ee049bcdc4003b8cf470847f082ff.xlsx
27,ITEM_517,mimo_C_C07,Chemistry,质量守恒,C,False,概念：质量守恒。题目：蜡烛在敞口容器中燃烧后，总质量减少了，这是因为。选项：A. 质量守恒定律不成立；B. 生成的气体逸散到空气中；C. 火把质量烧掉了；D. 蜡烛被压缩变轻了。答案：B。解析：敞口体系中生成的气体逸出导致质量减少，但原子总数不变。,d63ee049bcdc4003b8cf470847f082ff.xlsx
28,ITEM_607,KIMI_C_C07,Chemistry,质量守恒,C,False,概念：质量守恒。题目：铁在密闭容器中燃烧，总质量如何变化。选项：A. 保持不变；B. 明显增大；C. 因为耗氧而减少；D. 生成新物质变轻。答案：A。解析：化学反应前后密闭系统总质量守恒。,d63ee049bcdc4003b8cf470847f082ff.xlsx
29,ITEM_248,豆包_C_C08,Chemistry,物质微粒观,C,False,概念：物质微粒观。题目：水蒸发后体积变大，因。选项：A. 分子间距变大；B. 分子体积变大；C. 分子数量变多；D. 分子变成气体。答案：A。解析：物质状态变化，分子本身不变，仅间距改变。,d63ee049bcdc4003b8cf470847f082ff.xlsx
30,ITEM_608,KIMI_C_C08,Chemistry,物质微粒观,C,False,概念：物质微粒观。题目：关于物质的微观构成，正确的是。选项：A. 微粒间有空隙；B. 物质连续无间隙；C. 微粒静止不动；D. 不同物质微粒不同。答案：A。解析：物质由运动微粒构成，微粒间存在间隙。,d63ee049bcdc4003b8cf470847f082ff.xlsx
31,ITEM_069,千问_C_C09,Chemistry,相变,C,False,概念：相变。题目：水烧开变成气体，水分子变了。选项：A. 分子被破坏；B. 分子间距变大；C. 分子变小；D. 分子重组。答案：B。解析：相变只改变分子间距，分子结构保持不变。,d63ee049bcdc4003b8cf470847f082ff.xlsx
32,ITEM_249,豆包_C_C09,Chemistry,相变,C,False,概念：相变。题目：水结冰，属于哪种变化。选项：A. 物理相变；B. 化学变化；C. 核变化；D. 分子分解。答案：A。解析：相变仅改变状态，分子结构与种类不变。,d63ee049bcdc4003b8cf470847f082ff.xlsx
33,ITEM_070,千问_C_C10,Chemistry,化学反应与物理变化,C,False,概念：化学反应与物理变化。题目：灯泡发光发热是化学变化吗。选项：A. 是，发光了；B. 是，发热了；C. 不是；D. 是，钨丝变了。答案：C。解析：灯丝发热发光未生成新物质，是物理变化。,d63ee049bcdc4003b8cf470847f082ff.xlsx
34,ITEM_430,Gemini_C_C10,Chemistry,化学反应与物理变化,C,False,概念：化学反应与物理变化。题目：水烧开后变成水蒸气，这个过程属于什么变化。选项：A. 化学反应，生成了新气体；B. 物理变化，只是分子间距变大；C. 化学反应，水分子被分解了；D. 物理变化，水分子变轻飘起来了。答案：B。解析：沸腾未产生新物质，水分子本身没变，属于物理变化。,d63ee049bcdc4003b8cf470847f082ff.xlsx
35,ITEM_431,Gemini_C_C11,Chemistry,化学键,C,False,概念：化学键。题目：掰断干木棍需要用力，这类似于破坏化学键的什么特性。选项：A. 破坏化学键会释放巨大的能量；B. 破坏化学键需要吸收能量；C. 破坏化学键会产生新的化学键；D. 破坏化学键不需要任何能量。答案：B。解析：打断旧化学键需吸收能量，形成新化学键才会释放能量。,d63ee049bcdc4003b8cf470847f082ff.xlsx
36,ITEM_791,GLM_C_C11,Chemistry,化学键,C,False,概念：化学键。题目：断开化学键的过程需要能量吗。选项：A. 需要，断键吸收能量；B. 不需要，断键释放能量；C. 取决于化学键类型；D. 断键和成键同时进行。答案：A。解析：断开化学键需要克服微粒间引力，需吸热。,d63ee049bcdc4003b8cf470847f082ff.xlsx
37,ITEM_522,mimo_C_C12,Chemistry,溶液浓度与稀释,C,False,概念：溶液浓度与稀释。题目：向一杯糖水中加入适量水稀释，下列说法正确的是。选项：A. 糖的质量减少了；B. 糖水变甜了；C. 溶质质量不变，浓度降低；D. 水和糖都减少了。答案：C。解析：稀释时溶质质量不变，溶液体积增大，浓度降低。,d63ee049bcdc4003b8cf470847f082ff.xlsx
38,ITEM_702,GPT_C_C12,Chemistry,溶液浓度与稀释,C,False,概念：溶液浓度与稀释。题目：给糖水加水后，通常不变的是什么。选项：A. 溶质总量；B. 溶液浓度；C. 甜味强弱；D. 水的质量。答案：A。解析：未取出糖时，加水只会降低浓度。,d63ee049bcdc4003b8cf470847f082ff.xlsx
40,ITEM_070,千问_C_C10,Chemistry,化学反应与物理变化,C,True,概念：化学反应与物理变化。题目：灯泡发光发热是化学变化吗。选项：A. 是，发光了；B. 是，发热了；C. 不是；D. 是，钨丝变了。答案：C。解析：灯丝发热发光未生成新物质，是物理变化。,d63ee049bcdc4003b8cf470847f082ff.xlsx
1,ITEM_463,mimo_A_C13,Biology,自然选择,A,False,概念：自然选择。解释：自然选择指适应环境的个体更易存活和繁殖，从而传递基因。常见误解：生物为了适应环境而主动改变。正确说明：自然选择是对已有变异的筛选，不是生物主动适应。,f7800ffb79904dc18a4e300e24f97b84.xlsx
2,ITEM_733,GLM_A_C13,Biology,自然选择,A,False,概念：自然选择。解释：适应环境的变异个体更易存活并繁殖，导致种群基因频率改变。常见误解：个体为了生存而主动变异。正确说明：变异是随机的，自然选择定向淘汰不适者。,f7800ffb79904dc18a4e300e24f97b84.xlsx
3,ITEM_104,claude_A_C14,Biology,进化没有预设目标,A,False,概念：进化没有预设目标。解释：进化是自然选择对随机变异的筛选结果，没有方向，也没有终点。常见误解：进化是朝着“更高级”方向前进的。正确说明：进化无目标，只反映对当前环境的适应程度。,f7800ffb79904dc18a4e300e24f97b84.xlsx
4,ITEM_734,GLM_A_C14,Biology,进化没有预设目标,A,False,概念：进化没有预设目标。解释：生物进化是由环境选择随机变异驱动的，无既定终点。常见误解：进化是从低级向高级的攀升。正确说明：进化无固定方向，适应当前环境即可，不总是变复杂。,f7800ffb79904dc18a4e300e24f97b84.xlsx
5,ITEM_195,豆包_A_C15,Biology,随机变异与非随机选择,A,False,概念：随机变异与非随机选择。解释：生物变异随机产生，自然选择则是非随机的筛选过程。常见误解：变异是为适应环境产生。正确说明：变异随机，选择非随机，决定进化方向。,f7800ffb79904dc18a4e300e24f97b84.xlsx
6,ITEM_465,mimo_A_C15,Biology,随机变异与非随机选择,A,False,概念：随机变异与非随机选择。解释：基因变异是随机的，但自然选择是有方向性的筛选过程。常见误解：变异是为了适应环境。正确说明：变异随机发生，环境通过选择保留有利变异。,f7800ffb79904dc18a4e300e24f97b84.xlsx
7,ITEM_016,千问_A_C16,Biology,遗传信息与性状,A,False,概念：遗传信息与性状。解释：基因决定性状，但环境也会影响表现。常见误解：基因决定一切，环境没影响。正确说明：性状是基因与环境共同作用的结果。,f7800ffb79904dc18a4e300e24f97b84.xlsx
8,ITEM_196,豆包_A_C16,Biology,遗传信息与性状,A,False,概念：遗传信息与性状。解释：遗传信息储存在DNA中，决定生物性状的表达。常见误解：性状仅由遗传信息决定。正确说明：性状是遗传信息与环境共同作用的结果。,f7800ffb79904dc18a4e300e24f97b84.xlsx
9,ITEM_287,DEEPSEEK_A_C17,Biology,能量流动与物质循环,A,False,概念：能量流动与物质循环。解释：生态系统中能量单向流动，物质可循环再利用。常见误解：能量和物质都能循环使用。正确说明：能量在食物链中逐渐耗散，不可重复利用。,f7800ffb79904dc18a4e300e24f97b84.xlsx
10,ITEM_647,GPT_A_C17,Biology,能量流动与物质循环,A,False,概念：能量流动与物质循环。解释：生态系统中能量单向流动，物质可循环利用。常见误解：能量也能循环。正确说明：能量会逐级散失，物质可在生态系统中循环。,f7800ffb79904dc18a4e300e24f97b84.xlsx
11,ITEM_108,claude_A_C18,Biology,光合作用与细胞呼吸,A,False,概念：光合作用与细胞呼吸。解释：植物既进行光合作用储存能量，也进行细胞呼吸释放能量，两者同时存在。常见误解：植物白天呼吸，晚上光合。正确说明：光合作用需要光，细胞呼吸全天进行，两者不互斥。,f7800ffb79904dc18a4e300e24f97b84.xlsx
12,ITEM_378,Gemini_A_C18,Biology,光合作用与细胞呼吸,A,False,概念：光合作用与细胞呼吸。解释：光合作用将光能转化为化学能储存于有机物，细胞呼吸分解有机物释放能量。常见误解：植物只进行光合作用，不进行呼吸作用。正确说明：植物的生存同样需要能量，它们无时无刻不在进行细胞呼吸。,f7800ffb79904dc18a4e300e24f97b84.xlsx
14,ITEM_223,豆包_B_C13,Biology,自然选择,B,False,概念：自然选择。标题：抗寒的麻雀。场景：北方麻雀抗寒，是自然选择保留了耐寒个体。标签：自然选择、适应、保留。提醒：误解自然选择是主动选择。,f7800ffb79904dc18a4e300e24f97b84.xlsx
15,ITEM_403,Gemini_B_C13,Biology,自然选择,B,False,概念：自然选择。标题：躲藏的飞蛾。场景：树干被煤烟熏黑，原本少见的黑飞蛾躲过鸟类存活繁衍，占据了数量优势。标签：自然选择、适应环境、生存繁衍。提醒：生物不会为了适应环境而主动发生变异。,f7800ffb79904dc18a4e300e24f97b84.xlsx
16,ITEM_314,DEEPSEEK_B_C14,Biology,进化没有预设目标,B,False,概念：进化没有预设目标。标题：完美的陷阱。场景：小其以为进化会造出完美生物，老师摇头：适应就够，不必最优。标签：进化、无方向、适应性。提醒：进化没有预设目标，不追求完美。,f7800ffb79904dc18a4e300e24f97b84.xlsx
17,ITEM_764,GLM_B_C14,Biology,进化没有预设目标,B,False,概念：进化没有预设目标。标题：没有终点线。场景：小明以为进化是从低级到高级的攀岩，其实只是适应当下的盲盒。标签：进化、无目标、适应环境。提醒：进化没有方向和预设目标，不是越进化越高级。,f7800ffb79904dc18a4e300e24f97b84.xlsx
18,ITEM_315,DEEPSEEK_B_C15,Biology,随机变异与非随机选择,B,False,概念：随机变异与非随机选择。标题：先变后选。场景：小宗问：环境冷了，动物会长出厚毛吗？老师说：变异先发生。标签：随机变异、自然选择、非定向。提醒：变异随机发生，不因环境需要才出现。,f7800ffb79904dc18a4e300e24f97b84.xlsx
19,ITEM_675,GPT_B_C15,Biology,随机变异与非随机选择,B,False,概念：随机变异与非随机选择。标题：甲虫颜色。场景：草地上，甲虫颜色随机不同，鸟更容易吃掉显眼的个体。标签：变异、选择、随机。提醒：变异不会按需要定制。,f7800ffb79904dc18a4e300e24f97b84.xlsx
20,ITEM_226,豆包_B_C16,Biology,遗传信息与性状,B,False,概念：遗传信息与性状。标题：单眼皮的小明。场景：小明单眼皮，是基因里的遗传信息决定的性状。标签：遗传信息、性状、基因。提醒：认为性状仅由环境决定。,f7800ffb79904dc18a4e300e24f97b84.xlsx
21,ITEM_406,Gemini_B_C16,Biology,遗传信息与性状,B,False,概念：遗传信息与性状。标题：铁匠的手臂。场景：老铁匠打铁练出粗壮的胳膊，但他刚出生的儿子，手臂依然和常人一样。标签：基因表达、后天性状、不可遗传。提醒：后天环境导致身体特征的改变是无法遗传的。,f7800ffb79904dc18a4e300e24f97b84.xlsx
22,ITEM_137,claude_B_C17,Biology,能量流动与物质循环,B,False,概念：能量流动与物质循环。标题：草→牛→人。场景：小田吃牛肉，牛吃草，能量层层减少，但碳元素还在大气中循环。标签：能量递减、物质循环、食物链。提醒：能量不可循环，物质可以，两者规律不同。,f7800ffb79904dc18a4e300e24f97b84.xlsx
