item_id,generator,model,task,domain,concept_id,concept,output,text,content_json,model_file
claude_A_C06,Anthropic Claude,Anthropic Claude,A,Physics,C06,摩擦力与运动,摩擦力可以与运动方向相同，静摩擦力也可以是驱动力。,摩擦力可以与运动方向相同，静摩擦力也可以是驱动力。,"{""id"":""C06"",""concept"":""摩擦力与运动"",""text"":""摩擦力可以与运动方向相同，静摩擦力也可以是驱动力。"",""misconception"":""摩擦力总是阻碍运动"",""correction"":""摩擦力阻碍的是相对滑动趋势，并非一定反向于运动。""}",claude.txt
claude_A_C07,Anthropic Claude,Anthropic Claude,A,Chemistry,C07,质量守恒,化学反应前后各物质的质量总和不变，原子种类和数目不变。,化学反应前后各物质的质量总和不变，原子种类和数目不变。,"{""id"":""C07"",""concept"":""质量守恒"",""text"":""化学反应前后各物质的质量总和不变，原子种类和数目不变。"",""misconception"":""燃烧后灰烬变轻，质量不守恒"",""correction"":""计入气体产物后，总质量仍守恒。""}",claude.txt
claude_A_C08,Anthropic Claude,Anthropic Claude,A,Chemistry,C08,物质微粒观,物质由原子、分子等微粒构成，微粒之间有间隔，处于不断运动中。,物质由原子、分子等微粒构成，微粒之间有间隔，处于不断运动中。,"{""id"":""C08"",""concept"":""物质微粒观"",""text"":""物质由原子、分子等微粒构成，微粒之间有间隔，处于不断运动中。"",""misconception"":""物质是连续的，可以无限分割"",""correction"":""物质有最小结构单元，不能无限分割。""}",claude.txt
claude_A_C09,Anthropic Claude,Anthropic Claude,A,Chemistry,C09,相变,相变是物质在固、液、气态之间的转变，发生时温度可以不变但需要吸放热。,相变是物质在固、液、气态之间的转变，发生时温度可以不变但需要吸放热。,"{""id"":""C09"",""concept"":""相变"",""text"":""相变是物质在固、液、气态之间的转变，发生时温度可以不变但需要吸放热。"",""misconception"":""加热物质温度一定升高"",""correction"":""相变过程中吸热但温度保持不变。""}",claude.txt
claude_A_C10,Anthropic Claude,Anthropic Claude,A,Chemistry,C10,化学反应与物理变化,化学变化生成新物质，物理变化只改变形态，不产生新物质。,化学变化生成新物质，物理变化只改变形态，不产生新物质。,"{""id"":""C10"",""concept"":""化学反应与物理变化"",""text"":""化学变化生成新物质，物理变化只改变形态，不产生新物质。"",""misconception"":""发光发热一定是化学变化"",""correction"":""灯泡发光是物理变化，区分关键在于是否生成新物质。""}",claude.txt
claude_A_C11,Anthropic Claude,Anthropic Claude,A,Chemistry,C11,化学键,化学键是原子间的作用力，分为离子键、共价键等，断键需要能量，成键释放能量。,化学键是原子间的作用力，分为离子键、共价键等，断键需要能量，成键释放能量。,"{""id"":""C11"",""concept"":""化学键"",""text"":""化学键是原子间的作用力，分为离子键、共价键等，断键需要能量，成键释放能量。"",""misconception"":""化学键是分子之间的力"",""correction"":""化学键存在于原子之间，分子间作用力另称分子间力。""}",claude.txt
claude_A_C12,Anthropic Claude,Anthropic Claude,A,Chemistry,C12,溶液浓度与稀释,稀释溶液时，溶质的量不变，溶剂增多，浓度降低。,稀释溶液时，溶质的量不变，溶剂增多，浓度降低。,"{""id"":""C12"",""concept"":""溶液浓度与稀释"",""text"":""稀释溶液时，溶质的量不变，溶剂增多，浓度降低。"",""misconception"":""浓度减半只需加等量水"",""correction"":""浓度减半需使溶液总体积翻倍，而非仅加等量水。""}",claude.txt
claude_A_C13,Anthropic Claude,Anthropic Claude,A,Biology,C13,自然选择,自然选择使适应环境的个体更易存活并繁殖，从而使有利性状在种群中扩散。,自然选择使适应环境的个体更易存活并繁殖，从而使有利性状在种群中扩散。,"{""id"":""C13"",""concept"":""自然选择"",""text"":""自然选择使适应环境的个体更易存活并繁殖，从而使有利性状在种群中扩散。"",""misconception"":""生物为了适应环境而主动进化"",""correction"":""自然选择作用于已有变异，生物不会主动改变自身。""}",claude.txt
claude_A_C14,Anthropic Claude,Anthropic Claude,A,Biology,C14,进化没有预设目标,进化是自然选择对随机变异的筛选结果，没有方向，也没有终点。,进化是自然选择对随机变异的筛选结果，没有方向，也没有终点。,"{""id"":""C14"",""concept"":""进化没有预设目标"",""text"":""进化是自然选择对随机变异的筛选结果，没有方向，也没有终点。"",""misconception"":""进化是朝着“更高级”方向前进的"",""correction"":""进化无目标，只反映对当前环境的适应程度。""}",claude.txt
claude_A_C15,Anthropic Claude,Anthropic Claude,A,Biology,C15,随机变异与非随机选择,基因变异是随机的，但自然选择对变异的筛选是非随机的，有利变异更易保留。,基因变异是随机的，但自然选择对变异的筛选是非随机的，有利变异更易保留。,"{""id"":""C15"",""concept"":""随机变异与非随机选择"",""text"":""基因变异是随机的，但自然选择对变异的筛选是非随机的，有利变异更易保留。"",""misconception"":""进化完全是随机的"",""correction"":""变异随机，但选择有方向，由环境决定。""}",claude.txt
claude_A_C16,Anthropic Claude,Anthropic Claude,A,Biology,C16,遗传信息与性状,基因通过控制蛋白质合成来影响性状，环境也会影响性状的表现。,基因通过控制蛋白质合成来影响性状，环境也会影响性状的表现。,"{""id"":""C16"",""concept"":""遗传信息与性状"",""text"":""基因通过控制蛋白质合成来影响性状，环境也会影响性状的表现。"",""misconception"":""一个基因决定一个性状"",""correction"":""性状受多基因和环境共同影响，关系并非一一对应。""}",claude.txt
claude_A_C17,Anthropic Claude,Anthropic Claude,A,Biology,C17,能量流动与物质循环,生态系统中能量单向流动逐级递减，物质则可循环利用。,生态系统中能量单向流动逐级递减，物质则可循环利用。,"{""id"":""C17"",""concept"":""能量流动与物质循环"",""text"":""生态系统中能量单向流动逐级递减，物质则可循环利用。"",""misconception"":""物质和能量都会不断消耗殆尽"",""correction"":""能量不可循环，物质可循环，两者规律不同。""}",claude.txt
claude_A_C18,Anthropic Claude,Anthropic Claude,A,Biology,C18,光合作用与细胞呼吸,植物既进行光合作用储存能量，也进行细胞呼吸释放能量，两者同时存在。,植物既进行光合作用储存能量，也进行细胞呼吸释放能量，两者同时存在。,"{""id"":""C18"",""concept"":""光合作用与细胞呼吸"",""text"":""植物既进行光合作用储存能量，也进行细胞呼吸释放能量，两者同时存在。"",""misconception"":""植物白天呼吸，晚上光合"",""correction"":""光合作用需要光，细胞呼吸全天进行，两者不互斥。""}",claude.txt
claude_A_C19,Anthropic Claude,Anthropic Claude,A,Geoscience,C19,板块构造,地球岩石圈分为若干板块，板块在软流圈上缓慢移动，边界处地质活动活跃。,地球岩石圈分为若干板块，板块在软流圈上缓慢移动，边界处地质活动活跃。,"{""id"":""C19"",""concept"":""板块构造"",""text"":""地球岩石圈分为若干板块，板块在软流圈上缓慢移动，边界处地质活动活跃。"",""misconception"":""大陆漂移是大陆在海洋上漂浮"",""correction"":""大陆随板块整体运动，并非漂浮在水上。""}",claude.txt
claude_A_C20,Anthropic Claude,Anthropic Claude,A,Geoscience,C20,地质时间,地球历史约46亿年，人类出现的时间相对于地质时间极为短暂。,地球历史约46亿年，人类出现的时间相对于地质时间极为短暂。,"{""id"":""C20"",""concept"":""地质时间"",""text"":""地球历史约46亿年，人类出现的时间相对于地质时间极为短暂。"",""misconception"":""地球历史与人类历史时间尺度相近"",""correction"":""地质时间以百万年计，人类历史仅占其极小片段。""}",claude.txt
claude_A_C21,Anthropic Claude,Anthropic Claude,A,Geoscience,C21,岩石循环,岩石在地质过程中可相互转化：岩浆岩、沉积岩、变质岩可通过不同作用循环转变。,岩石在地质过程中可相互转化：岩浆岩、沉积岩、变质岩可通过不同作用循环转变。,"{""id"":""C21"",""concept"":""岩石循环"",""text"":""岩石在地质过程中可相互转化：岩浆岩、沉积岩、变质岩可通过不同作用循环转变。"",""misconception"":""岩石是永久不变的固体"",""correction"":""岩石在地质时间尺度上可熔融、沉积、变质，不断循环。""}",claude.txt
claude_A_C22,Anthropic Claude,Anthropic Claude,A,Geoscience,C22,地震成因,地震主要由板块运动导致断层错动引发，能量以地震波形式向四周传播。,地震主要由板块运动导致断层错动引发，能量以地震波形式向四周传播。,"{""id"":""C22"",""concept"":""地震成因"",""text"":""地震主要由板块运动导致断层错动引发，能量以地震波形式向四周传播。"",""misconception"":""地震是地下空洞塌陷造成的"",""correction"":""绝大多数地震源于构造断层运动，而非地下空洞。""}",claude.txt
claude_A_C23,Anthropic Claude,Anthropic Claude,A,Geoscience,C23,火山与板块边界,大多数火山分布在板块边界，与板块俯冲或扩张有关，少数位于热点区域。,大多数火山分布在板块边界，与板块俯冲或扩张有关，少数位于热点区域。,"{""id"":""C23"",""concept"":""火山与板块边界"",""text"":""大多数火山分布在板块边界，与板块俯冲或扩张有关，少数位于热点区域。"",""misconception"":""火山随机分布在地球各处"",""correction"":""火山集中在板块边界，分布有规律可循。""}",claude.txt
claude_A_C24,Anthropic Claude,Anthropic Claude,A,Geoscience,C24,地球内部结构,地球由地壳、地幔、外核（液态）和内核（固态）组成，主要依据地震波推断。,地球由地壳、地幔、外核（液态）和内核（固态）组成，主要依据地震波推断。,"{""id"":""C24"",""concept"":""地球内部结构"",""text"":""地球由地壳、地幔、外核（液态）和内核（固态）组成，主要依据地震波推断。"",""misconception"":""地球内部是空心的或全部熔融"",""correction"":""地球内部分层，内核为固态铁镍，并非全部液态。""}",claude.txt
claude_A_C25,Anthropic Claude,Anthropic Claude,A,Climate/Environment,C25,温室效应,温室气体吸收地表辐射的红外线并再辐射回地表，使地球保持适宜温度。,温室气体吸收地表辐射的红外线并再辐射回地表，使地球保持适宜温度。,"{""id"":""C25"",""concept"":""温室效应"",""text"":""温室气体吸收地表辐射的红外线并再辐射回地表，使地球保持适宜温度。"",""misconception"":""温室效应是有害的异常现象"",""correction"":""适度的温室效应是自然现象，使地球不至于过冷。""}",claude.txt
claude_A_C26,Anthropic Claude,Anthropic Claude,A,Climate/Environment,C26,天气与气候,天气是短时间的大气状态，气候是某地区长期的平均大气特征，两者时间尺度不同。,天气是短时间的大气状态，气候是某地区长期的平均大气特征，两者时间尺度不同。,"{""id"":""C26"",""concept"":""天气与气候"",""text"":""天气是短时间的大气状态，气候是某地区长期的平均大气特征，两者时间尺度不同。"",""misconception"":""天气和气候是同一回事"",""correction"":""天气多变且短暂，气候反映长期统计规律。""}",claude.txt
claude_A_C27,Anthropic Claude,Anthropic Claude,A,Climate/Environment,C27,全球变暖与气候变化,全球变暖指地球平均气温上升，气候变化涵盖更广泛的气候系统变化。,全球变暖指地球平均气温上升，气候变化涵盖更广泛的气候系统变化。,"{""id"":""C27"",""concept"":""全球变暖与气候变化"",""text"":""全球变暖指地球平均气温上升，气候变化涵盖更广泛的气候系统变化。"",""misconception"":""某地变冷说明全球变暖不存在"",""correction"":""局部天气异常不能否定全球平均气温上升的趋势。""}",claude.txt
claude_A_C28,Anthropic Claude,Anthropic Claude,A,Climate/Environment,C28,二氧化碳的气候作用,CO₂是主要的人为温室气体，大量排放增强温室效应，导致气候变暖。,CO₂是主要的人为温室气体，大量排放增强温室效应，导致气候变暖。,"{""id"":""C28"",""concept"":""二氧化碳的气候作用"",""text"":""CO₂是主要的人为温室气体，大量排放增强温室效应，导致气候变暖。"",""misconception"":""CO₂是污染物，对植物有害"",""correction"":""CO₂是植物光合所需，但浓度过高会加剧气候变暖。""}",claude.txt
claude_A_C29,Anthropic Claude,Anthropic Claude,A,Climate/Environment,C29,海洋垃圾与塑料污染,塑料难以降解，在海洋中破碎为微塑料，进入食物链，危害生态系统。,塑料难以降解，在海洋中破碎为微塑料，进入食物链，危害生态系统。,"{""id"":""C29"",""concept"":""海洋垃圾与塑料污染"",""text"":""塑料难以降解，在海洋中破碎为微塑料，进入食物链，危害生态系统。"",""misconception"":""塑料进入海洋后会自然消失"",""correction"":""塑料不会消失，只会碎裂为更小颗粒长期残留。""}",claude.txt
claude_A_C30,Anthropic Claude,Anthropic Claude,A,Climate/Environment,C30,自然变率与人为影响,气候既受自然因素波动影响，也受人类活动干扰，当前变暖主要由人为排放驱动。,气候既受自然因素波动影响，也受人类活动干扰，当前变暖主要由人为排放驱动。,"{""id"":""C30"",""concept"":""自然变率与人为影响"",""text"":""气候既受自然因素波动影响，也受人类活动干扰，当前变暖主要由人为排放驱动。"",""misconception"":""气候变化都是自然波动，与人类无关"",""correction"":""科学证据表明，近百年变暖主要由人类活动造成。""}",claude.txt
claude_B_C01,Anthropic Claude,Anthropic Claude,B,Physics,C01,惯性,"{""id"":""C01"",""concept"":""惯性"",""title"":""急刹那刻"",""scene"":""公交急刹，小林身体前倾，才发现身体会保持原来的运动。"",""tags"":[""惯性"",""运动状态"",""净力""],""warning"":""别把惯性误解成一种力。""}","{""id"":""C01"",""concept"":""惯性"",""title"":""急刹那刻"",""scene"":""公交急刹，小林身体前倾，才发现身体会保持原来的运动。"",""tags"":[""惯性"",""运动状态"",""净力""],""warning"":""别把惯性误解成一种力。""}","{""id"":""C01"",""concept"":""惯性"",""title"":""急刹那刻"",""scene"":""公交急刹，小林身体前倾，才发现身体会保持原来的运动。"",""tags"":[""惯性"",""运动状态"",""净力""],""warning"":""别把惯性误解成一种力。""}",claude.txt
claude_B_C02,Anthropic Claude,Anthropic Claude,B,Physics,C02,净力与加速度,"{""id"":""C02"",""concept"":""净力与加速度"",""title"":""电梯里的秤"",""scene"":""阿明站在体重秤上，电梯匀速上升时示数不变，他很困惑。"",""tags"":[""合外力"",""加速度"",""平衡""],""warning"":""匀速运动不代表没有力，是合力为零。""}","{""id"":""C02"",""concept"":""净力与加速度"",""title"":""电梯里的秤"",""scene"":""阿明站在体重秤上，电梯匀速上升时示数不变，他很困惑。"",""tags"":[""合外力"",""加速度"",""平衡""],""warning"":""匀速运动不代表没有力，是合力为零。""}","{""id"":""C02"",""concept"":""净力与加速度"",""title"":""电梯里的秤"",""scene"":""阿明站在体重秤上，电梯匀速上升时示数不变，他很困惑。"",""tags"":[""合外力"",""加速度"",""平衡""],""warning"":""匀速运动不代表没有力，是合力为零。""}",claude.txt
claude_B_C03,Anthropic Claude,Anthropic Claude,B,Physics,C03,牛顿第三定律,"{""id"":""C03"",""concept"":""牛顿第三定律"",""title"":""踢墙的脚"",""scene"":""小杰踢墙，脚很痛，墙没动——但墙确实也在“踢”他。"",""tags"":[""作用力"",""反作用力"",""成对出现""],""warning"":""两力在不同物体上，不会互相抵消。""}","{""id"":""C03"",""concept"":""牛顿第三定律"",""title"":""踢墙的脚"",""scene"":""小杰踢墙，脚很痛，墙没动——但墙确实也在“踢”他。"",""tags"":[""作用力"",""反作用力"",""成对出现""],""warning"":""两力在不同物体上，不会互相抵消。""}","{""id"":""C03"",""concept"":""牛顿第三定律"",""title"":""踢墙的脚"",""scene"":""小杰踢墙，脚很痛，墙没动——但墙确实也在“踢”他。"",""tags"":[""作用力"",""反作用力"",""成对出现""],""warning"":""两力在不同物体上，不会互相抵消。""}",claude.txt
claude_B_C04,Anthropic Claude,Anthropic Claude,B,Physics,C04,抛体运动,"{""id"":""C04"",""concept"":""抛体运动"",""title"":""篮球出手后"",""scene"":""晓雯抛出篮球，球在空中画弧，水平与竖直运动各自独立。"",""tags"":[""抛体"",""独立分运动"",""重力""],""warning"":""重的球落地不会更快，忽略阻力时一样。""}","{""id"":""C04"",""concept"":""抛体运动"",""title"":""篮球出手后"",""scene"":""晓雯抛出篮球，球在空中画弧，水平与竖直运动各自独立。"",""tags"":[""抛体"",""独立分运动"",""重力""],""warning"":""重的球落地不会更快，忽略阻力时一样。""}","{""id"":""C04"",""concept"":""抛体运动"",""title"":""篮球出手后"",""scene"":""晓雯抛出篮球，球在空中画弧，水平与竖直运动各自独立。"",""tags"":[""抛体"",""独立分运动"",""重力""],""warning"":""重的球落地不会更快，忽略阻力时一样。""}",claude.txt
claude_B_C05,Anthropic Claude,Anthropic Claude,B,Physics,C05,圆周运动,"{""id"":""C05"",""concept"":""圆周运动"",""title"":""甩石头的绳"",""scene"":""阿强甩石头，绳子一断石头飞出去，不是向外飞而是沿切线飞。"",""tags"":[""向心力"",""切线方向"",""圆周""],""warning"":""没有所谓的'离心力'，松手是失去向心力。""}","{""id"":""C05"",""concept"":""圆周运动"",""title"":""甩石头的绳"",""scene"":""阿强甩石头，绳子一断石头飞出去，不是向外飞而是沿切线飞。"",""tags"":[""向心力"",""切线方向"",""圆周""],""warning"":""没有所谓的'离心力'，松手是失去向心力。""}","{""id"":""C05"",""concept"":""圆周运动"",""title"":""甩石头的绳"",""scene"":""阿强甩石头，绳子一断石头飞出去，不是向外飞而是沿切线飞。"",""tags"":[""向心力"",""切线方向"",""圆周""],""warning"":""没有所谓的'离心力'，松手是失去向心力。""}",claude.txt
claude_B_C06,Anthropic Claude,Anthropic Claude,B,Physics,C06,摩擦力与运动,"{""id"":""C06"",""concept"":""摩擦力与运动"",""title"":""鞋底推着走"",""scene"":""小敏跑步，鞋底摩擦地面向后，地面摩擦力向前推着她跑。"",""tags"":[""摩擦力"",""驱动力"",""相对滑动""],""warning"":""摩擦力不总是阻力，也可以是动力。""}","{""id"":""C06"",""concept"":""摩擦力与运动"",""title"":""鞋底推着走"",""scene"":""小敏跑步，鞋底摩擦地面向后，地面摩擦力向前推着她跑。"",""tags"":[""摩擦力"",""驱动力"",""相对滑动""],""warning"":""摩擦力不总是阻力，也可以是动力。""}","{""id"":""C06"",""concept"":""摩擦力与运动"",""title"":""鞋底推着走"",""scene"":""小敏跑步，鞋底摩擦地面向后，地面摩擦力向前推着她跑。"",""tags"":[""摩擦力"",""驱动力"",""相对滑动""],""warning"":""摩擦力不总是阻力，也可以是动力。""}",claude.txt
claude_B_C07,Anthropic Claude,Anthropic Claude,B,Chemistry,C07,质量守恒,"{""id"":""C07"",""concept"":""质量守恒"",""title"":""蜡烛燃尽之谜"",""scene"":""老师把蜡烛燃烧产生的气体收集起来，总质量仍与原来相等。"",""tags"":[""质量守恒"",""化学反应"",""原子守恒""],""warning"":""灰烬变轻是因为气体散走了，总量不变。""}","{""id"":""C07"",""concept"":""质量守恒"",""title"":""蜡烛燃尽之谜"",""scene"":""老师把蜡烛燃烧产生的气体收集起来，总质量仍与原来相等。"",""tags"":[""质量守恒"",""化学反应"",""原子守恒""],""warning"":""灰烬变轻是因为气体散走了，总量不变。""}","{""id"":""C07"",""concept"":""质量守恒"",""title"":""蜡烛燃尽之谜"",""scene"":""老师把蜡烛燃烧产生的气体收集起来，总质量仍与原来相等。"",""tags"":[""质量守恒"",""化学反应"",""原子守恒""],""warning"":""灰烬变轻是因为气体散走了，总量不变。""}",claude.txt
claude_B_C08,Anthropic Claude,Anthropic Claude,B,Chemistry,C08,物质微粒观,"{""id"":""C08"",""concept"":""物质微粒观"",""title"":""糖消失在水里"",""scene"":""小云把糖放进水，糖“消失”了，其实是分子均匀散布其中。"",""tags"":[""微粒"",""分子运动"",""溶解""],""warning"":""物质不是连续的，有最小结构单元。""}","{""id"":""C08"",""concept"":""物质微粒观"",""title"":""糖消失在水里"",""scene"":""小云把糖放进水，糖“消失”了，其实是分子均匀散布其中。"",""tags"":[""微粒"",""分子运动"",""溶解""],""warning"":""物质不是连续的，有最小结构单元。""}","{""id"":""C08"",""concept"":""物质微粒观"",""title"":""糖消失在水里"",""scene"":""小云把糖放进水，糖“消失”了，其实是分子均匀散布其中。"",""tags"":[""微粒"",""分子运动"",""溶解""],""warning"":""物质不是连续的，有最小结构单元。""}",claude.txt
claude_B_C09,Anthropic Claude,Anthropic Claude,B,Chemistry,C09,相变,"{""id"":""C09"",""concept"":""相变"",""title"":""冰水共存的锅"",""scene"":""实验课上，冰水混合加热，温度计长时间停在0°C不动，同学们很奇怪。"",""tags"":[""相变"",""熔点"",""吸热不升温""],""warning"":""加热不一定升温，相变时温度保持不变。""}","{""id"":""C09"",""concept"":""相变"",""title"":""冰水共存的锅"",""scene"":""实验课上，冰水混合加热，温度计长时间停在0°C不动，同学们很奇怪。"",""tags"":[""相变"",""熔点"",""吸热不升温""],""warning"":""加热不一定升温，相变时温度保持不变。""}","{""id"":""C09"",""concept"":""相变"",""title"":""冰水共存的锅"",""scene"":""实验课上，冰水混合加热，温度计长时间停在0°C不动，同学们很奇怪。"",""tags"":[""相变"",""熔点"",""吸热不升温""],""warning"":""加热不一定升温，相变时温度保持不变。""}",claude.txt
claude_B_C10,Anthropic Claude,Anthropic Claude,B,Chemistry,C10,化学反应与物理变化,"{""id"":""C10"",""concept"":""化学反应与物理变化"",""title"":""铁锅生锈了"",""scene"":""奶奶的铁锅放久了生锈，这和揉碎纸张不一样，产生了新物质。"",""tags"":[""化学变化"",""新物质"",""物理变化""],""warning"":""发光发热不一定是化学变化，关键看是否生成新物质。""}","{""id"":""C10"",""concept"":""化学反应与物理变化"",""title"":""铁锅生锈了"",""scene"":""奶奶的铁锅放久了生锈，这和揉碎纸张不一样，产生了新物质。"",""tags"":[""化学变化"",""新物质"",""物理变化""],""warning"":""发光发热不一定是化学变化，关键看是否生成新物质。""}","{""id"":""C10"",""concept"":""化学反应与物理变化"",""title"":""铁锅生锈了"",""scene"":""奶奶的铁锅放久了生锈，这和揉碎纸张不一样，产生了新物质。"",""tags"":[""化学变化"",""新物质"",""物理变化""],""warning"":""发光发热不一定是化学变化，关键看是否生成新物质。""}",claude.txt
claude_B_C11,Anthropic Claude,Anthropic Claude,B,Chemistry,C11,化学键,"{""id"":""C11"",""concept"":""化学键"",""title"":""断键要花力气"",""scene"":""化学老师说，水变成氢气和氧气需要能量，因为要断开化学键。"",""tags"":[""化学键"",""断键吸能"",""原子间力""],""warning"":""化学键是原子间的力，不是分子之间的力。""}","{""id"":""C11"",""concept"":""化学键"",""title"":""断键要花力气"",""scene"":""化学老师说，水变成氢气和氧气需要能量，因为要断开化学键。"",""tags"":[""化学键"",""断键吸能"",""原子间力""],""warning"":""化学键是原子间的力，不是分子之间的力。""}","{""id"":""C11"",""concept"":""化学键"",""title"":""断键要花力气"",""scene"":""化学老师说，水变成氢气和氧气需要能量，因为要断开化学键。"",""tags"":[""化学键"",""断键吸能"",""原子间力""],""warning"":""化学键是原子间的力，不是分子之间的力。""}",claude.txt
claude_B_C12,Anthropic Claude,Anthropic Claude,B,Chemistry,C12,溶液浓度与稀释,"{""id"":""C12"",""concept"":""溶液浓度与稀释"",""title"":""加水加多少"",""scene"":""小赵配药水，把100mL浓液稀释到一半浓度，加100mL水却不够。"",""tags"":[""稀释"",""浓度"",""溶质不变""],""warning"":""浓度减半要让总体积翻倍，不只是加等量水。""}","{""id"":""C12"",""concept"":""溶液浓度与稀释"",""title"":""加水加多少"",""scene"":""小赵配药水，把100mL浓液稀释到一半浓度，加100mL水却不够。"",""tags"":[""稀释"",""浓度"",""溶质不变""],""warning"":""浓度减半要让总体积翻倍，不只是加等量水。""}","{""id"":""C12"",""concept"":""溶液浓度与稀释"",""title"":""加水加多少"",""scene"":""小赵配药水，把100mL浓液稀释到一半浓度，加100mL水却不够。"",""tags"":[""稀释"",""浓度"",""溶质不变""],""warning"":""浓度减半要让总体积翻倍，不只是加等量水。""}",claude.txt
claude_B_C13,Anthropic Claude,Anthropic Claude,B,Biology,C13,自然选择,"{""id"":""C13"",""concept"":""自然选择"",""title"":""颜色深的蛾子"",""scene"":""工业污染后树皮变黑，深色蛾子不易被发现，存活更多，浅色减少。"",""tags"":[""自然选择"",""适应"",""存活率""],""warning"":""生物不是主动进化，是环境筛选了已有变异。""}","{""id"":""C13"",""concept"":""自然选择"",""title"":""颜色深的蛾子"",""scene"":""工业污染后树皮变黑，深色蛾子不易被发现，存活更多，浅色减少。"",""tags"":[""自然选择"",""适应"",""存活率""],""warning"":""生物不是主动进化，是环境筛选了已有变异。""}","{""id"":""C13"",""concept"":""自然选择"",""title"":""颜色深的蛾子"",""scene"":""工业污染后树皮变黑，深色蛾子不易被发现，存活更多，浅色减少。"",""tags"":[""自然选择"",""适应"",""存活率""],""warning"":""生物不是主动进化，是环境筛选了已有变异。""}",claude.txt
claude_B_C14,Anthropic Claude,Anthropic Claude,B,Biology,C14,进化没有预设目标,"{""id"":""C14"",""concept"":""进化没有预设目标"",""title"":""没有终点的路"",""scene"":""生物老师说：长颈鹿脖子变长，不是“想”够到树叶，是够得到的活下来了。"",""tags"":[""进化方向"",""无目标"",""自然选择""],""warning"":""进化没有终点，也没有'更高级'的方向。""}","{""id"":""C14"",""concept"":""进化没有预设目标"",""title"":""没有终点的路"",""scene"":""生物老师说：长颈鹿脖子变长，不是“想”够到树叶，是够得到的活下来了。"",""tags"":[""进化方向"",""无目标"",""自然选择""],""warning"":""进化没有终点，也没有'更高级'的方向。""}","{""id"":""C14"",""concept"":""进化没有预设目标"",""title"":""没有终点的路"",""scene"":""生物老师说：长颈鹿脖子变长，不是“想”够到树叶，是够得到的活下来了。"",""tags"":[""进化方向"",""无目标"",""自然选择""],""warning"":""进化没有终点，也没有'更高级'的方向。""}",claude.txt
claude_B_C15,Anthropic Claude,Anthropic Claude,B,Biology,C15,随机变异与非随机选择,"{""id"":""C15"",""concept"":""随机变异与非随机选择"",""title"":""骰子与裁判"",""scene"":""变异像掷骰子，结果随机；自然选择像裁判，决定谁留下来。"",""tags"":[""随机变异"",""非随机选择"",""进化""],""warning"":""进化不是纯随机的，选择有方向。""}","{""id"":""C15"",""concept"":""随机变异与非随机选择"",""title"":""骰子与裁判"",""scene"":""变异像掷骰子，结果随机；自然选择像裁判，决定谁留下来。"",""tags"":[""随机变异"",""非随机选择"",""进化""],""warning"":""进化不是纯随机的，选择有方向。""}","{""id"":""C15"",""concept"":""随机变异与非随机选择"",""title"":""骰子与裁判"",""scene"":""变异像掷骰子，结果随机；自然选择像裁判，决定谁留下来。"",""tags"":[""随机变异"",""非随机选择"",""进化""],""warning"":""进化不是纯随机的，选择有方向。""}",claude.txt
claude_B_C16,Anthropic Claude,Anthropic Claude,B,Biology,C16,遗传信息与性状,"{""id"":""C16"",""concept"":""遗传信息与性状"",""title"":""双胞胎不完全同"",""scene"":""同卵双胞胎基因相同，但一个爱运动，肌肉更发达，性状仍有差异。"",""tags"":[""基因"",""环境影响"",""性状""],""warning"":""一个基因不只决定一个性状，环境也有影响。""}","{""id"":""C16"",""concept"":""遗传信息与性状"",""title"":""双胞胎不完全同"",""scene"":""同卵双胞胎基因相同，但一个爱运动，肌肉更发达，性状仍有差异。"",""tags"":[""基因"",""环境影响"",""性状""],""warning"":""一个基因不只决定一个性状，环境也有影响。""}","{""id"":""C16"",""concept"":""遗传信息与性状"",""title"":""双胞胎不完全同"",""scene"":""同卵双胞胎基因相同，但一个爱运动，肌肉更发达，性状仍有差异。"",""tags"":[""基因"",""环境影响"",""性状""],""warning"":""一个基因不只决定一个性状，环境也有影响。""}",claude.txt
claude_B_C17,Anthropic Claude,Anthropic Claude,B,Biology,C17,能量流动与物质循环,"{""id"":""C17"",""concept"":""能量流动与物质循环"",""title"":""草→牛→人"",""scene"":""小田吃牛肉，牛吃草，能量层层减少，但碳元素还在大气中循环。"",""tags"":[""能量递减"",""物质循环"",""食物链""],""warning"":""能量不可循环，物质可以，两者规律不同。""}","{""id"":""C17"",""concept"":""能量流动与物质循环"",""title"":""草→牛→人"",""scene"":""小田吃牛肉，牛吃草，能量层层减少，但碳元素还在大气中循环。"",""tags"":[""能量递减"",""物质循环"",""食物链""],""warning"":""能量不可循环，物质可以，两者规律不同。""}","{""id"":""C17"",""concept"":""能量流动与物质循环"",""title"":""草→牛→人"",""scene"":""小田吃牛肉，牛吃草，能量层层减少，但碳元素还在大气中循环。"",""tags"":[""能量递减"",""物质循环"",""食物链""],""warning"":""能量不可循环，物质可以，两者规律不同。""}",claude.txt
