item_id,judge_provider,paper_model_label,judge_model_requested,actual_api_model,judge_model_returned,judge_model,fa,cc,lc,tf,mq,risk,parse_success,retry_count,error_message,http_status,usage_prompt_tokens,usage_completion_tokens,system_fingerprint_or_backend_id,source_run_dir,source_score_file,api_quality
ITEM_238,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,1.0,3.0,2.0,2.0,3.0,True,0,,200,915.0,129.0,,api_judge_run_20260514_210500_doubao2pro_full,api_outputs/api_judge_run_20260514_210500_doubao2pro_full\api_judge_scores_long.csv,2.2
ITEM_238,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,4.0,3.0,5.0,5.0,4.0,2.0,True,0,,200,857.0,956.0,,api_judge_run_20260514_203439,api_outputs/api_judge_run_20260514_203439\api_judge_scores_long.csv,4.2
ITEM_238,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,4.0,2.0,5.0,3.0,4.0,2.0,True,0,,200,845.0,368.0,,api_judge_run_20260514_212205,api_outputs/api_judge_run_20260514_212205\api_judge_scores_long.csv,3.6
ITEM_238,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,1.0,3.0,3.0,5.0,1.0,True,0,,200,835.0,101.0,,api_judge_run_20260514_193021,api_outputs/api_judge_run_20260514_193021\api_judge_scores_long.csv,3.4
ITEM_242,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,1.0,1.0,2.0,1.0,1.0,5.0,True,0,,200,996.0,590.0,,api_judge_run_20260514_163748,api_outputs/api_judge_run_20260514_163748\api_judge_scores_long.csv,1.2
ITEM_242,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,1.0,1.0,5.0,1.0,1.0,1.0,True,0,,200,806.0,120.0,gemini-3.1-pro-preview,api_judge_run_20260514_202126,api_outputs/api_judge_run_20260514_202126\api_judge_scores_long.csv,1.8
ITEM_242,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,1122.0,123.0,,api_judge_run_20260514_184921,api_outputs/api_judge_run_20260514_184921\api_judge_scores_long.csv,1.0
ITEM_242,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,727.0,94.0,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,api_judge_run_20260514_200305,api_outputs/api_judge_run_20260514_200305\api_judge_scores_long.csv,1.0
ITEM_242,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,848.0,129.0,,api_judge_run_20260514_210500_doubao2pro_full,api_outputs/api_judge_run_20260514_210500_doubao2pro_full\api_judge_scores_long.csv,1.0
ITEM_242,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,789.0,687.0,,api_judge_run_20260514_203439,api_outputs/api_judge_run_20260514_203439\api_judge_scores_long.csv,1.0
ITEM_242,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,780.0,368.0,,api_judge_run_20260514_212205,api_outputs/api_judge_run_20260514_212205\api_judge_scores_long.csv,1.0
ITEM_242,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,767.0,101.0,,api_judge_run_20260514_193021,api_outputs/api_judge_run_20260514_193021\api_judge_scores_long.csv,1.0
ITEM_243,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,1.0,1.0,2.0,1.0,1.0,5.0,True,0,,200,995.0,590.0,,api_judge_run_20260514_163748,api_outputs/api_judge_run_20260514_163748\api_judge_scores_long.csv,1.2
ITEM_243,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,805.0,120.0,gemini-3.1-pro-preview,api_judge_run_20260514_202126,api_outputs/api_judge_run_20260514_202126\api_judge_scores_long.csv,1.0
ITEM_243,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,1124.0,128.0,,api_judge_run_20260514_184921,api_outputs/api_judge_run_20260514_184921\api_judge_scores_long.csv,1.0
ITEM_243,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,726.0,94.0,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,api_judge_run_20260514_200305,api_outputs/api_judge_run_20260514_200305\api_judge_scores_long.csv,1.0
ITEM_243,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,847.0,129.0,,api_judge_run_20260514_210500_doubao2pro_full,api_outputs/api_judge_run_20260514_210500_doubao2pro_full\api_judge_scores_long.csv,1.0
ITEM_243,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,788.0,1033.0,,api_judge_run_20260514_203439,api_outputs/api_judge_run_20260514_203439\api_judge_scores_long.csv,1.0
ITEM_243,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,779.0,368.0,,api_judge_run_20260514_212205,api_outputs/api_judge_run_20260514_212205\api_judge_scores_long.csv,1.0
ITEM_243,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,766.0,101.0,,api_judge_run_20260514_193021,api_outputs/api_judge_run_20260514_193021\api_judge_scores_long.csv,1.0
ITEM_248,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,1.0,1.0,2.0,1.0,1.0,4.0,True,0,,200,996.0,590.0,,api_judge_run_20260514_163748,api_outputs/api_judge_run_20260514_163748\api_judge_scores_long.csv,1.2
ITEM_248,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,806.0,120.0,gemini-3.1-pro-preview,api_judge_run_20260514_202126,api_outputs/api_judge_run_20260514_202126\api_judge_scores_long.csv,1.0
ITEM_248,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,1122.0,123.0,,api_judge_run_20260514_184921,api_outputs/api_judge_run_20260514_184921\api_judge_scores_long.csv,1.0
ITEM_248,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,726.0,94.0,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,api_judge_run_20260514_200305,api_outputs/api_judge_run_20260514_200305\api_judge_scores_long.csv,1.0
ITEM_248,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,847.0,129.0,,api_judge_run_20260514_210500_doubao2pro_full,api_outputs/api_judge_run_20260514_210500_doubao2pro_full\api_judge_scores_long.csv,1.0
ITEM_248,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,789.0,726.0,,api_judge_run_20260514_203439,api_outputs/api_judge_run_20260514_203439\api_judge_scores_long.csv,1.0
ITEM_248,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,779.0,368.0,,api_judge_run_20260514_212205,api_outputs/api_judge_run_20260514_212205\api_judge_scores_long.csv,1.0
ITEM_248,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,767.0,101.0,,api_judge_run_20260514_193021,api_outputs/api_judge_run_20260514_193021\api_judge_scores_long.csv,1.0
ITEM_249,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,1.0,1.0,2.0,1.0,1.0,4.0,True,0,,200,992.0,590.0,,api_judge_run_20260514_163748,api_outputs/api_judge_run_20260514_163748\api_judge_scores_long.csv,1.2
ITEM_249,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,803.0,120.0,gemini-3.1-pro-preview,api_judge_run_20260514_202126,api_outputs/api_judge_run_20260514_202126\api_judge_scores_long.csv,1.0
ITEM_249,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,1118.0,123.0,,api_judge_run_20260514_184921,api_outputs/api_judge_run_20260514_184921\api_judge_scores_long.csv,1.0
ITEM_249,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,725.0,94.0,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,api_judge_run_20260514_200305,api_outputs/api_judge_run_20260514_200305\api_judge_scores_long.csv,1.0
ITEM_249,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,845.0,129.0,,api_judge_run_20260514_210500_doubao2pro_full,api_outputs/api_judge_run_20260514_210500_doubao2pro_full\api_judge_scores_long.csv,1.0
ITEM_249,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,786.0,760.0,,api_judge_run_20260514_203439,api_outputs/api_judge_run_20260514_203439\api_judge_scores_long.csv,1.0
ITEM_249,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,778.0,368.0,,api_judge_run_20260514_212205,api_outputs/api_judge_run_20260514_212205\api_judge_scores_long.csv,1.0
ITEM_249,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,764.0,101.0,,api_judge_run_20260514_193021,api_outputs/api_judge_run_20260514_193021\api_judge_scores_long.csv,1.0
ITEM_254,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,997.0,370.0,,api_judge_run_20260514_163748,api_outputs/api_judge_run_20260514_163748\api_judge_scores_long.csv,1.0
ITEM_254,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,807.0,120.0,gemini-3.1-pro-preview,api_judge_run_20260514_202126,api_outputs/api_judge_run_20260514_202126\api_judge_scores_long.csv,1.0
ITEM_254,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,1124.0,123.0,,api_judge_run_20260514_184921,api_outputs/api_judge_run_20260514_184921\api_judge_scores_long.csv,1.0
ITEM_254,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,727.0,94.0,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,api_judge_run_20260514_200305,api_outputs/api_judge_run_20260514_200305\api_judge_scores_long.csv,1.0
ITEM_254,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,848.0,129.0,,api_judge_run_20260514_210500_doubao2pro_full,api_outputs/api_judge_run_20260514_210500_doubao2pro_full\api_judge_scores_long.csv,1.0
ITEM_254,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,789.0,847.0,,api_judge_run_20260514_203439,api_outputs/api_judge_run_20260514_203439\api_judge_scores_long.csv,1.0
ITEM_254,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,780.0,368.0,,api_judge_run_20260514_212205,api_outputs/api_judge_run_20260514_212205\api_judge_scores_long.csv,1.0
ITEM_254,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,768.0,101.0,,api_judge_run_20260514_193021,api_outputs/api_judge_run_20260514_193021\api_judge_scores_long.csv,1.0
ITEM_255,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,1.0,1.0,2.0,1.0,1.0,4.0,True,0,,200,999.0,583.0,,api_judge_run_20260514_163748,api_outputs/api_judge_run_20260514_163748\api_judge_scores_long.csv,1.2
ITEM_255,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,1.0,1.0,1.0,1.0,1.0,3.0,True,0,,200,809.0,79.0,gemini-3.1-pro-preview,api_judge_run_20260514_202126,api_outputs/api_judge_run_20260514_202126\api_judge_scores_long.csv,1.0
ITEM_255,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,1126.0,123.0,,api_judge_run_20260514_184921,api_outputs/api_judge_run_20260514_184921\api_judge_scores_long.csv,1.0
ITEM_255,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,728.0,94.0,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,api_judge_run_20260514_200305,api_outputs/api_judge_run_20260514_200305\api_judge_scores_long.csv,1.0
ITEM_255,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,850.0,129.0,,api_judge_run_20260514_210500_doubao2pro_full,api_outputs/api_judge_run_20260514_210500_doubao2pro_full\api_judge_scores_long.csv,1.0
ITEM_255,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,789.0,804.0,,api_judge_run_20260514_203439,api_outputs/api_judge_run_20260514_203439\api_judge_scores_long.csv,1.0
ITEM_255,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,781.0,368.0,,api_judge_run_20260514_212205,api_outputs/api_judge_run_20260514_212205\api_judge_scores_long.csv,1.0
ITEM_255,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,770.0,101.0,,api_judge_run_20260514_193021,api_outputs/api_judge_run_20260514_193021\api_judge_scores_long.csv,1.0
ITEM_260,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,1.0,1.0,2.0,1.0,1.0,4.0,True,0,,200,995.0,590.0,,api_judge_run_20260514_163748,api_outputs/api_judge_run_20260514_163748\api_judge_scores_long.csv,1.2
ITEM_260,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,805.0,120.0,gemini-3.1-pro-preview,api_judge_run_20260514_202126,api_outputs/api_judge_run_20260514_202126\api_judge_scores_long.csv,1.0
ITEM_260,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,1123.0,123.0,,api_judge_run_20260514_184921,api_outputs/api_judge_run_20260514_184921\api_judge_scores_long.csv,1.0
ITEM_260,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,726.0,94.0,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,api_judge_run_20260514_200305,api_outputs/api_judge_run_20260514_200305\api_judge_scores_long.csv,1.0
ITEM_260,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,848.0,129.0,,api_judge_run_20260514_210500_doubao2pro_full,api_outputs/api_judge_run_20260514_210500_doubao2pro_full\api_judge_scores_long.csv,1.0
ITEM_260,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,786.0,826.0,,api_judge_run_20260514_203439,api_outputs/api_judge_run_20260514_203439\api_judge_scores_long.csv,1.0
ITEM_260,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,780.0,368.0,,api_judge_run_20260514_212205,api_outputs/api_judge_run_20260514_212205\api_judge_scores_long.csv,1.0
ITEM_260,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,767.0,101.0,,api_judge_run_20260514_193021,api_outputs/api_judge_run_20260514_193021\api_judge_scores_long.csv,1.0
ITEM_261,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,1.0,1.0,2.0,1.0,1.0,5.0,True,0,,200,996.0,590.0,,api_judge_run_20260514_163748,api_outputs/api_judge_run_20260514_163748\api_judge_scores_long.csv,1.2
ITEM_261,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,805.0,120.0,gemini-3.1-pro-preview,api_judge_run_20260514_202126,api_outputs/api_judge_run_20260514_202126\api_judge_scores_long.csv,1.0
ITEM_261,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,1124.0,123.0,,api_judge_run_20260514_184921,api_outputs/api_judge_run_20260514_184921\api_judge_scores_long.csv,1.0
ITEM_261,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,726.0,94.0,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,api_judge_run_20260514_200305,api_outputs/api_judge_run_20260514_200305\api_judge_scores_long.csv,1.0
ITEM_261,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,848.0,129.0,,api_judge_run_20260514_210500_doubao2pro_full,api_outputs/api_judge_run_20260514_210500_doubao2pro_full\api_judge_scores_long.csv,1.0
ITEM_261,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,791.0,883.0,,api_judge_run_20260514_203439,api_outputs/api_judge_run_20260514_203439\api_judge_scores_long.csv,1.0
ITEM_261,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,780.0,368.0,,api_judge_run_20260514_212205,api_outputs/api_judge_run_20260514_212205\api_judge_scores_long.csv,1.0
ITEM_261,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,768.0,101.0,,api_judge_run_20260514_193021,api_outputs/api_judge_run_20260514_193021\api_judge_scores_long.csv,1.0
ITEM_266,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,1.0,1.0,1.0,1.0,1.0,4.0,True,0,,200,997.0,590.0,,api_judge_run_20260514_163748,api_outputs/api_judge_run_20260514_163748\api_judge_scores_long.csv,1.0
ITEM_266,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,807.0,120.0,gemini-3.1-pro-preview,api_judge_run_20260514_202126,api_outputs/api_judge_run_20260514_202126\api_judge_scores_long.csv,1.0
ITEM_266,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,1.0,1.0,1.0,1.0,1.0,3.0,True,0,,200,1123.0,123.0,,api_judge_run_20260514_184921,api_outputs/api_judge_run_20260514_184921\api_judge_scores_long.csv,1.0
ITEM_266,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,728.0,94.0,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,api_judge_run_20260514_200305,api_outputs/api_judge_run_20260514_200305\api_judge_scores_long.csv,1.0
ITEM_266,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,849.0,129.0,,api_judge_run_20260514_210500_doubao2pro_full,api_outputs/api_judge_run_20260514_210500_doubao2pro_full\api_judge_scores_long.csv,1.0
ITEM_266,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,790.0,1310.0,,api_judge_run_20260514_203439,api_outputs/api_judge_run_20260514_203439\api_judge_scores_long.csv,1.0
ITEM_266,qwen,Qwen3.5 Thinking,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,qwen3.5-plus,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,781.0,368.0,,api_judge_run_20260514_212205,api_outputs/api_judge_run_20260514_212205\api_judge_scores_long.csv,1.0
ITEM_266,mimo,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,768.0,101.0,,api_judge_run_20260514_193021,api_outputs/api_judge_run_20260514_193021\api_judge_scores_long.csv,1.0
ITEM_267,openai,GPT-5.5 Thinking,gpt-5.5,gpt-5.5,gpt-5.5-2026-04-23,gpt-5.5,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,999.0,533.0,,api_judge_run_20260514_163748,api_outputs/api_judge_run_20260514_163748\api_judge_scores_long.csv,1.0
ITEM_267,gemini,Gemini 3.1 Pro,gemini-3.1-pro,gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro,1.0,1.0,1.0,1.0,1.0,3.0,True,0,,200,810.0,120.0,gemini-3.1-pro-preview,api_judge_run_20260514_202126,api_outputs/api_judge_run_20260514_202126\api_judge_scores_long.csv,1.0
ITEM_267,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,1128.0,123.0,,api_judge_run_20260514_184921,api_outputs/api_judge_run_20260514_184921\api_judge_scores_long.csv,1.0
ITEM_267,deepseek,DeepSeek-V4 Expert Mode,deepseek-v4,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,730.0,94.0,fp_9954b31ca7_prod0820_fp8_kvcache_20260402,api_judge_run_20260514_200305,api_outputs/api_judge_run_20260514_200305\api_judge_scores_long.csv,1.0
ITEM_267,doubao,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,1.0,1.0,1.0,1.0,1.0,5.0,True,0,,200,850.0,129.0,,api_judge_run_20260514_210500_doubao2pro_full,api_outputs/api_judge_run_20260514_210500_doubao2pro_full\api_judge_scores_long.csv,1.0
ITEM_267,glm,GLM-5.1,glm-5.1,glm-5.1,glm-5.1,glm-5.1,1.0,1.0,1.0,1.0,1.0,1.0,True,0,,200,791.0,729.0,,api_judge_run_20260514_203439,api_outputs/api_judge_run_20260514_203439\api_judge_scores_long.csv,1.0
