call_attempt_uid,source_run_dir,source_log_line,judge_provider,item_id,paper_model_label,judge_model_requested,judge_model_returned,actual_api_model,api_endpoint_host,api_endpoint_sha256,http_status,parse_success,retry_count,request_date,response_date,elapsed_seconds_rounded,temperature,top_p,seed,max_output_tokens,response_format,tools_enabled,stream,reasoning_effort_or_thinking_do_sample,usage_prompt_tokens,usage_completion_tokens,parsed_score_present,fa,cc,lc,tf,mq,risk,raw_response_sha256,raw_response_bytes,system_backend_id_present,system_backend_id_sha256,error_message_present,error_message_sha256
API_ANTHROPIC_0067,api_judge_run_20260514_184921,67,anthropic,ITEM_281,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1185,123,TRUE,4,3,4,4,4,2,2deef223529e4c985ed3ec43046c88e920045df6d560af440904af19e703ce89,704,FALSE,,FALSE,
API_ANTHROPIC_0068,api_judge_run_20260514_184921,68,anthropic,ITEM_287,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1188,123,TRUE,4,3,4,4,4,2,001d4c3e5de6214e825dbc6986e6fecc75299aa0bece41168f885a6df1e7098e,704,FALSE,,FALSE,
API_ANTHROPIC_0069,api_judge_run_20260514_184921,69,anthropic,ITEM_293,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1198,123,TRUE,3,2,3,3,3,3,e3fb33c1b6de810c21991adb254e05341af3a10aa3743343723c2d779af21921,704,FALSE,,FALSE,
API_ANTHROPIC_0070,api_judge_run_20260514_184921,70,anthropic,ITEM_299,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,5.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1195,123,TRUE,4,2,4,3,4,3,d42ff0631d0f15bbf41d42bfd72f264507bea45c91ce61d235353ac0219eb748,704,FALSE,,FALSE,
API_ANTHROPIC_0071,api_judge_run_20260514_184921,71,anthropic,ITEM_302,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,3.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1220,128,TRUE,3,1,2,2,2,4,404bdf8b2b2b5528b9bbcb78ca8978f31fc10e899138a8e12024c522539eb09c,718,FALSE,,FALSE,
API_ANTHROPIC_0072,api_judge_run_20260514_184921,72,anthropic,ITEM_303,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,15.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1224,617,TRUE,3,1,2,1,2,4,a506821c14b68820e695d8b0d8f9df325ca31f66a050fdc8ccc733e583fff4ab,2882,FALSE,,FALSE,
API_ANTHROPIC_0073,api_judge_run_20260514_184921,73,anthropic,ITEM_308,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,3.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1222,128,TRUE,4,2,3,2,3,3,740c0bf0a6918766b3283b213a72b8f24e767067df58037bac7fb47579327e21,718,FALSE,,FALSE,
API_ANTHROPIC_0074,api_judge_run_20260514_184921,74,anthropic,ITEM_309,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,13.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1214,583,TRUE,3,1,2,1,2,3,1e9b9ac09fd24f75a660e026201ca93cdac838294fb9c3fa338defff8ba6dd48,2969,FALSE,,FALSE,
API_ANTHROPIC_0075,api_judge_run_20260514_184921,75,anthropic,ITEM_314,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,7.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1225,128,TRUE,3,1,3,2,2,4,18f05eaac812e0f2b46475e13bdfaa536dce31f9c9023c301cedb94653230956,718,FALSE,,FALSE,
API_ANTHROPIC_0076,api_judge_run_20260514_184921,76,anthropic,ITEM_315,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1234,128,TRUE,4,2,3,3,3,3,fba8027fa8c32e02ff648510698bcb4b3edde9808ea335723fbb0d7c2f04afa3,718,FALSE,,FALSE,
API_ANTHROPIC_0077,api_judge_run_20260514_184921,77,anthropic,ITEM_320,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,13.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1229,564,TRUE,2,1,2,1,2,4,b322c4778aab89e1f3cb6eb7e6ca98c30ee60dfa96c421b807cdf98318099a9e,2647,FALSE,,FALSE,
API_ANTHROPIC_0078,api_judge_run_20260514_184921,78,anthropic,ITEM_321,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1230,128,TRUE,3,1,2,1,2,4,2f8a741f4a6fedee238114e4c1fb83791f604243212161fea9a1375221235d44,718,FALSE,,FALSE,
API_ANTHROPIC_0079,api_judge_run_20260514_184921,79,anthropic,ITEM_326,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,3.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1229,128,TRUE,3,1,3,2,2,3,57a7e117ca7fa9f19c1f1ecf696bae20e6533021f1610d8ce71975eaaf58de88,718,FALSE,,FALSE,
API_ANTHROPIC_0080,api_judge_run_20260514_184921,80,anthropic,ITEM_327,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1240,128,TRUE,2,1,2,1,2,4,98bc641e0e403be9948d02cece4ddd7588ddebd27e07436389d72ce6507036e1,718,FALSE,,FALSE,
API_ANTHROPIC_0081,api_judge_run_20260514_184921,81,anthropic,ITEM_366,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,5.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1207,123,TRUE,4,3,4,4,4,2,22cadccd0e1353ceecb58c728217d00facebdb22146040d50ce381abe1aa84fd,704,FALSE,,FALSE,
API_ANTHROPIC_0082,api_judge_run_20260514_184921,82,anthropic,ITEM_372,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,3.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1228,123,TRUE,5,3,4,4,4,2,a69bbb6bf3884f8d30a33f03fa6e003ee33a721a61e383db4f8f93cf4cb36ab7,704,FALSE,,FALSE,
API_ANTHROPIC_0083,api_judge_run_20260514_184921,83,anthropic,ITEM_378,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1225,123,TRUE,4,3,4,4,4,2,2867d3e5a8d2ce6ee3d1c64d3be53654f27a4fba8cf8beebc22c06fe5c9928d7,704,FALSE,,FALSE,
API_ANTHROPIC_0084,api_judge_run_20260514_184921,84,anthropic,ITEM_384,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1217,123,TRUE,4,3,5,4,5,2,d42fe2fa9c0df6684786f0deda6ab214d414a763a0966b10bc99a5001d341c2a,704,FALSE,,FALSE,
API_ANTHROPIC_0085,api_judge_run_20260514_184921,85,anthropic,ITEM_390,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1223,123,TRUE,5,3,4,4,4,2,da88b9b6ccb8847d4281a37b9edf95d57be5ee57e62e8c0ae1923ee7276d8df9,704,FALSE,,FALSE,
API_ANTHROPIC_0086,api_judge_run_20260514_184921,86,anthropic,ITEM_391,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1210,128,TRUE,2,1,2,1,2,4,197c03ac27509f339288aa0d4af7e1ba2225ed660c2f1be2b9ded2d834f55cbf,718,FALSE,,FALSE,
API_ANTHROPIC_0087,api_judge_run_20260514_184921,87,anthropic,ITEM_394,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,17.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1232,705,TRUE,4,2,3,3,3,2,22c7bd5cd0714af18087a667fc59440f6256e03c59f5063dfa24f5e8d9cfdf02,3293,FALSE,,FALSE,
API_ANTHROPIC_0088,api_judge_run_20260514_184921,88,anthropic,ITEM_396,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,18.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1254,784,TRUE,4,2,4,3,3,2,82962b38b73f11a9b0eed3250a2e80ce13f0d35d31a2df0cd498da4830cadb4f,3451,FALSE,,FALSE,
API_ANTHROPIC_0089,api_judge_run_20260514_184921,89,anthropic,ITEM_397,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,13.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1244,595,TRUE,4,2,3,3,3,2,0ddd732c109977e975542e343c691a53a66c8ead3ddd8e3eea627de7f45e1604,2784,FALSE,,FALSE,
API_ANTHROPIC_0090,api_judge_run_20260514_184921,90,anthropic,ITEM_400,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1246,128,TRUE,3,2,3,2,2,3,d694415083eab1999d0afd402426dee9a2a7fd9d73024ea184497e7a9e3924c0,718,FALSE,,FALSE,
API_ANTHROPIC_0091,api_judge_run_20260514_184921,91,anthropic,ITEM_402,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,12.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1258,623,TRUE,3,3,3,4,3,3,33e3b82e77799fd693b600e8a1c7a52473d562e26801da4adda96e7530e56aba,2845,FALSE,,FALSE,
API_ANTHROPIC_0092,api_judge_run_20260514_184921,92,anthropic,ITEM_403,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,17.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1245,787,TRUE,3,2,3,3,3,3,0310c6f878451313aa6d8f40befe11c4bffe23b421def6cab803141d1bf94f32,3470,FALSE,,FALSE,
API_ANTHROPIC_0093,api_judge_run_20260514_184921,93,anthropic,ITEM_406,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1249,128,TRUE,4,2,4,3,3,3,f3421652d83b2842d37a14485d6106107d57f4e76138a5c003850d86c52a6ebd,718,FALSE,,FALSE,
API_ANTHROPIC_0094,api_judge_run_20260514_184921,94,anthropic,ITEM_408,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1263,123,TRUE,3,2,4,2,2,3,15d198485347a6853e6fabe8ce1684d59e76c33bf20e1aca330665e93ff9f28f,704,FALSE,,FALSE,
API_ANTHROPIC_0095,api_judge_run_20260514_184921,95,anthropic,ITEM_409,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,12.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1244,554,TRUE,1,1,1,1,1,2,ecf7bc650a60867cb0cedc32373ff91b4692687902fabe4e2e2c071fc7084821,2597,FALSE,,FALSE,
API_ANTHROPIC_0096,api_judge_run_20260514_184921,96,anthropic,ITEM_412,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,5.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1247,128,TRUE,3,2,4,3,3,3,e0b0bcca56480d2b5331eea89d6b4c24ec5261bef7d2fde233e6918c22d7ef47,718,FALSE,,FALSE,
API_ANTHROPIC_0097,api_judge_run_20260514_184921,97,anthropic,ITEM_414,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,14.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1252,631,TRUE,3,2,4,3,3,3,86455611a8f3c32396ab355b813f8b633a35298fc31cf32f11eeed519c820836,2944,FALSE,,FALSE,
API_ANTHROPIC_0098,api_judge_run_20260514_184921,98,anthropic,ITEM_415,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1246,123,TRUE,2,2,4,3,2,4,9898223f1d4bd9809b2e77408548f49a62444bcb155d5b76511c686b558be77e,704,FALSE,,FALSE,
API_ANTHROPIC_0099,api_judge_run_20260514_184921,99,anthropic,ITEM_418,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1260,128,TRUE,3,2,4,3,3,3,0e4774791f642e6b8110b3f9a8cc6c3db1338ac8aae448abb15cdc6eb4668a92,718,FALSE,,FALSE,
API_ANTHROPIC_0100,api_judge_run_20260514_184921,100,anthropic,ITEM_420,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,3.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1254,128,TRUE,3,1,3,2,2,4,b3eada464692d77afd7659ff9342190b6a6cfc7a206ec338150e875949165242,718,FALSE,,FALSE,
API_ANTHROPIC_0101,api_judge_run_20260514_184921,101,anthropic,ITEM_424,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1121,123,TRUE,1,1,1,1,1,5,e41e6d82614c64da1446469053be3d1ec3f0058e9106da872529b275bc31e33d,704,FALSE,,FALSE,
API_ANTHROPIC_0102,api_judge_run_20260514_184921,102,anthropic,ITEM_425,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,7.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1121,123,TRUE,1,1,1,1,1,5,7af3621c894125d1747fbec98efe38b1cf88ca08e17103b339cac5aac500a37f,704,FALSE,,FALSE,
API_ANTHROPIC_0103,api_judge_run_20260514_184921,103,anthropic,ITEM_430,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,5.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1125,123,TRUE,1,1,1,1,1,5,016e7e45f4ef5e81ccf4dec0ea2611c1906307acc47578faa2b5cb85bd8fd253,704,FALSE,,FALSE,
API_ANTHROPIC_0104,api_judge_run_20260514_184921,104,anthropic,ITEM_431,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1119,123,TRUE,1,1,1,1,1,5,5a9930f6508c76308752eed8ae960308bf7d305840d3e993ea9c3006753b3dc4,704,FALSE,,FALSE,
API_ANTHROPIC_0105,api_judge_run_20260514_184921,105,anthropic,ITEM_436,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1124,123,TRUE,1,1,1,1,1,5,a941d9d418c2a8794950fcd908b18574a55ab1309f5e75838b48b5f23973b215,704,FALSE,,FALSE,
API_ANTHROPIC_0106,api_judge_run_20260514_184921,106,anthropic,ITEM_437,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,5.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1125,123,TRUE,1,1,1,1,1,3,46be5c328878337cf44721195987f09bccf56b1fa8c3dbe0dac3475537c8c773,704,FALSE,,FALSE,
API_ANTHROPIC_0107,api_judge_run_20260514_184921,107,anthropic,ITEM_442,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,5.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1123,123,TRUE,1,1,1,1,1,5,5afe5d3533a5728dda506a48aed812119cae23ac80391b6b7f89e631b8540dab,704,FALSE,,FALSE,
API_ANTHROPIC_0108,api_judge_run_20260514_184921,108,anthropic,ITEM_443,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1126,123,TRUE,1,1,1,1,1,5,b061ad525507adf72f90b79859dec5ebfbf6437983e9fc55e68dc7fd491916ca,704,FALSE,,FALSE,
API_ANTHROPIC_0109,api_judge_run_20260514_184921,109,anthropic,ITEM_448,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1129,123,TRUE,1,1,1,1,1,5,094db696d013ba299cc8d396665e857225734d9e047c978e8d0b844cb88ae87a,704,FALSE,,FALSE,
API_ANTHROPIC_0110,api_judge_run_20260514_184921,110,anthropic,ITEM_449,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1131,123,TRUE,1,1,1,1,1,5,a2789ec0a737790f0542d00daac1c6504e0a1806a8dfb27859f225fdaebffca0,704,FALSE,,FALSE,
API_ANTHROPIC_0111,api_judge_run_20260514_184921,111,anthropic,ITEM_451,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,5.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1174,128,TRUE,4,2,4,3,3,3,43c0ddf4ecc209477041a83c1d3021cc6f57293f9f6ad84353b14be62a80c2aa,718,FALSE,,FALSE,
API_ANTHROPIC_0112,api_judge_run_20260514_184921,112,anthropic,ITEM_453,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,api.anthropic.com,dd9dd182b406f181aa1efb245fd4182c6588c3430bcab8d7db04199ab682acbc,200,TRUE,0,2026-05-14,2026-05-14,4.000,0,not_set,unsupported,,prompt_enforced_json,FALSE,,"{""thinking"": ""enabled_if_available""}",1195,123,TRUE,5,3,4,4,4,2,0d818debf1384ad4bb066b14e445e3e7563acd84c71d9fe54f14b8c92911a7b4,704,FALSE,,FALSE,
