item_id,domain,concept,task_type,generated_text
API810_283,Biology,自然选择,A,"text: 适应环境的个体更易存活繁殖，使有利性状逐渐增多。
misconception: 生物为了生存主动改变自己
correction: 变异先随机发生，环境再筛选有利个体。"
API810_284,Biology,进化没有预设目标,A,"text: 进化是随机变异与环境筛选的结果，没有方向性。
misconception: 进化让物种越来越完美
correction: 进化只追求适应当下，不追求理想形态。"
API810_285,Biology,随机变异与非随机选择,A,"text: 基因变异随机发生，但自然选择按适应度筛选。
misconception: 环境会引导生物产生特定变异
correction: 变异发生在前，不因环境需求而定向产生。"
API810_286,Biology,遗传信息与性状,A,"text: 基因携带遗传信息，与环境共同决定生物性状。
misconception: 每个性状由一个基因单独控制
correction: 多数性状受多个基因与环境共同影响。"
API810_287,Biology,能量流动与物质循环,A,"text: 生态系统中能量单向流动，物质可循环再利用。
misconception: 能量和物质都能循环使用
correction: 能量在食物链中逐渐耗散，不可重复利用。"
API810_288,Biology,光合作用与细胞呼吸,A,"text: 光合作用吸收CO₂释放O₂，细胞呼吸则相反，都涉及能量转换。
misconception: 植物白天只进行光合作用
correction: 植物昼夜都进行呼吸作用，消耗O₂释放CO₂。"
API810_289,Geoscience,板块构造,A,"text: 地球外壳由若干刚性板块构成，在软流层上缓慢移动。
misconception: 大陆在地球上一直固定不动
correction: 板块以每年数厘米速度移动，持续改变大陆位置。"
API810_290,Geoscience,地质时间,A,"text: 地球历史以亿年计，地质变化极其缓慢。
misconception: 几百年内可见大陆明显漂移
correction: 即使快速板块运动，百万年才移动数十公里。"
API810_291,Geoscience,岩石循环,A,"text: 三大类岩石通过风化、熔融、变质作用相互转化。
misconception: 岩石永远是同一种类型
correction: 任何岩石都可经地质作用转变为另一类型。"
API810_292,Geoscience,地震成因,A,"text: 板块边界应力积累导致岩层突然断裂错动，引发地震。
misconception: 地震是地下空洞塌陷引起的
correction: 绝大多数地震由断层滑动释放弹性应变能造成。"
API810_293,Geoscience,火山与板块边界,A,"text: 火山多分布在板块汇聚与离散边界，与岩浆活动有关。
misconception: 火山可以随时在任何地方发生
correction: 火山主要沿板块边界分布，非随机出现在各地。"
API810_294,Geoscience,地球内部结构,A,"text: 由地壳、地幔、外核、内核组成，外核液态、内核固态。
misconception: 地心是液态岩浆
correction: 内核因高压而呈固态，外核才是液态。"
API810_295,Climate/Environment,温室效应,A,"text: 大气中温室气体吸收地表辐射，使地球保持温暖。
misconception: 温室效应完全是坏事
correction: 天然温室效应使地表均温约15℃，否则将低于零下。"
API810_296,Climate/Environment,天气与气候,A,"text: 天气是短期大气状态，气候是长期平均统计。
misconception: 某天很冷说明地球没变暖
correction: 气候看长期趋势，短期冷热不代表气候变化。"
API810_297,Climate/Environment,全球变暖与气候变化,A,"text: 全球变暖是指长期温度上升，导致气候系统整体变化。
misconception: 全球变暖每地都在持续升温
correction: 有的地区短期可能更冷，但全球均值在上升。"
API810_298,Climate/Environment,二氧化碳的气候作用,A,"text: CO₂是最主要的人为温室气体，长期影响全球温度。
misconception: CO₂在大气占比少就没影响
correction: 微量温室气体即可显著改变地球辐射平衡。"
API810_299,Climate/Environment,海洋垃圾与塑料污染,A,"text: 塑料分解极慢，在海洋中积累形成塑料污染。
misconception: 塑料在海里很快消失
correction: 塑料可存续数百年，仅分解为更小微粒。"
API810_300,Climate/Environment,自然变率与人为影响,A,"text: 气候自然波动与人类活动叠加，共同导致当前变化。
misconception: 过去自然变暖证明人为影响不存在
correction: 当前变暖速度远超自然记录，人为因素占主导。"
API810_301,Physics,惯性,B,"{""concept"": ""惯性"", ""id"": ""C01"", ""scene"": ""公交急刹，小林身体前倾，才发现身体会保持原来的运动。"", ""tags"": [""惯性"", ""运动状态"", ""净力""], ""title"": ""急刹那刻"", ""warning"": ""别把惯性误解成一种力。""}"
API810_302,Physics,净力与加速度,B,"{""concept"": ""净力与加速度"", ""id"": ""C02"", ""scene"": ""小艾推购物车，越推越快。朋友问：不是力大速度就大吗？"", ""tags"": [""净力"", ""加速度"", ""速度变化""], ""title"": ""推车谜题"", ""warning"": ""净力决定加速度，不是直接定速度。""}"
API810_303,Physics,牛顿第三定律,B,"{""concept"": ""牛顿第三定律"", ""id"": ""C03"", ""scene"": ""阿杰和同学互推手掌，两人同时后退，力是一起出现的。"", ""tags"": [""作用力"", ""反作用力"", ""同时""], ""title"": ""对掌游戏"", ""warning"": ""作用与反作用同时产生，不分先后。""}"
API810_304,Physics,抛体运动,B,"{""concept"": ""抛体运动"", ""id"": ""C04"", ""scene"": ""小宇投出篮球，球在空中划弧，他以为有推力在送球上升。"", ""tags"": [""抛体"", ""重力"", ""曲线运动""], ""title"": ""篮球弧线"", ""warning"": ""抛出后只有重力作用，没有向上的推力。""}"
API810_305,Physics,圆周运动,B,"{""concept"": ""圆周运动"", ""id"": ""C05"", ""scene"": ""小圆在游乐场转盘上，感觉要被甩出去，其实那是惯性。"", ""tags"": [""向心力"", ""惯性"", ""离心感""], ""title"": ""转盘甩水"", ""warning"": ""你感到的向外甩是惯性，不是离心力。""}"
API810_306,Physics,摩擦力与运动,B,"{""concept"": ""摩擦力与运动"", ""id"": ""C06"", ""scene"": ""小晨起跑，脚向后蹬地，摩擦力却推着他向前加速。"", ""tags"": [""摩擦力"", ""相对滑动"", ""行走""], ""title"": ""起步一瞬间"", ""warning"": ""摩擦力不总阻碍运动，也能推动你。""}"
API810_307,Chemistry,质量守恒,B,"{""concept"": ""质量守恒"", ""id"": ""C07"", ""scene"": ""阿哲烧完纸，灰很轻，他纳闷物质去哪了。老师指了指空气。"", ""tags"": [""质量守恒"", ""气体"", ""化学反应""], ""title"": ""燃烧之后"", ""warning"": ""生成的气体散逸了，总质量没少。""}"
API810_308,Chemistry,物质微粒观,B,"{""concept"": ""物质微粒观"", ""id"": ""C08"", ""scene"": ""小咛盯着杯里静止的水，想象里面无数分子正在疯狂运动。"", ""tags"": [""微粒"", ""分子运动"", ""空隙""], ""title"": ""水的秘密"", ""warning"": ""即使水静止，水分子也永远在动。""}"
API810_309,Chemistry,相变,B,"{""concept"": ""相变"", ""id"": ""C09"", ""scene"": ""阿哲测冰水混合物，温度停在零度不动，明明在加热啊。"", ""tags"": [""相变"", ""熔点"", ""潜热""], ""title"": ""冰水恒温"", ""warning"": ""冰化完前温度不变，热量用于熔化。""}"
API810_310,Chemistry,化学反应与物理变化,B,"{""concept"": ""化学反应与物理变化"", ""id"": ""C10"", ""scene"": ""小怡把盐溶进水里，盐不见了。同学说这是化学变化，对吗？"", ""tags"": [""溶解"", ""物理变化"", ""化学变化""], ""title"": ""盐去哪了"", ""warning"": ""盐溶于水是物理变化，盐分子没变。""}"
API810_311,Chemistry,化学键,B,"{""concept"": ""化学键"", ""id"": ""C11"", ""scene"": ""化学课上，老师问：拆散一对原子需要给能量还是放出能量？"", ""tags"": [""化学键"", ""断键吸热"", ""成键放热""], ""title"": ""断键之谜"", ""warning"": ""断开化学键要吸热，形成化学键才放热。""}"
API810_312,Chemistry,溶液浓度与稀释,B,"{""concept"": ""溶液浓度与稀释"", ""id"": ""C12"", ""scene"": ""小禾往橙汁里加水，妹妹说味道淡了，糖是不是变少了？"", ""tags"": [""稀释"", ""浓度"", ""溶质不变""], ""title"": ""加水的误解"", ""warning"": ""溶质的量没少，只是溶剂变多了。""}"
API810_313,Biology,自然选择,B,"{""concept"": ""自然选择"", ""id"": ""C13"", ""scene"": ""小思读着长颈鹿的故事，原来脖子不是靠努力伸长的。"", ""tags"": [""自然选择"", ""变异"", ""适应""], ""title"": ""长颈鹿的脖子"", ""warning"": ""不是生物主动改变，是环境筛选。""}"
API810_314,Biology,进化没有预设目标,B,"{""concept"": ""进化没有预设目标"", ""id"": ""C14"", ""scene"": ""小其以为进化会造出完美生物，老师摇头：适应就够，不必最优。"", ""tags"": [""进化"", ""无方向"", ""适应性""], ""title"": ""完美的陷阱"", ""warning"": ""进化没有预设目标，不追求完美。""}"
API810_315,Biology,随机变异与非随机选择,B,"{""concept"": ""随机变异与非随机选择"", ""id"": ""C15"", ""scene"": ""小宗问：环境冷了，动物会长出厚毛吗？老师说：变异先发生。"", ""tags"": [""随机变异"", ""自然选择"", ""非定向""], ""title"": ""先变后选"", ""warning"": ""变异随机发生，不因环境需要才出现。""}"
API810_316,Biology,遗传信息与性状,B,"{""concept"": ""遗传信息与性状"", ""id"": ""C16"", ""scene"": ""小霏好奇身高由啥决定，原来不只一个基因，环境也插一手。"", ""tags"": [""基因"", ""性状"", ""多因素""], ""title"": ""不止一个基因"", ""warning"": ""多数性状由多基因和环境共同决定。""}"
API810_317,Biology,能量流动与物质循环,B,"{""concept"": ""能量流动与物质循环"", ""id"": ""C17"", ""scene"": ""小绿看食物链图，发现箭头单向。能量用完就没，物质却能回来。"", ""tags"": [""能量流动"", ""物质循环"", ""单向""], ""title"": ""能量不回头"", ""warning"": ""能量只能单向流动，不能循环使用。""}"
API810_318,Biology,光合作用与细胞呼吸,B,"{""concept"": ""光合作用与细胞呼吸"", ""id"": ""C18"", ""scene"": ""妈妈问：植物晚上还放氧气吗？小安解释：它在呼吸，吸氧呢。"", ""tags"": [""光合作用"", ""细胞呼吸"", ""昼夜""], ""title"": ""夜晚的植物"", ""warning"": ""植物全天呼吸，消耗氧气释放二氧化碳。""}"
API810_319,Geoscience,板块构造,B,"{""concept"": ""板块构造"", ""id"": ""C19"", ""scene"": ""小菲拼世界地图，非洲和南美像拼图般吻合，老师讲了板块。"", ""tags"": [""板块构造"", ""漂移"", ""软流层""], ""title"": ""漂移的证据"", ""warning"": ""大陆在板块上缓慢移动，并非固定。""}"
API810_320,Geoscience,地质时间,B,"{""concept"": ""地质时间"", ""id"": ""C20"", ""scene"": ""老师形容：板块移动像指甲生长，几百年才几米，一生难察觉。"", ""tags"": [""地质时间"", ""缓慢"", ""板块运动""], ""title"": ""指甲速度"", ""warning"": ""地质变化极其缓慢，远超人类寿命尺度。""}"
API810_321,Geoscience,岩石循环,B,"{""concept"": ""岩石循环"", ""id"": ""C21"", ""scene"": ""小磊捡到花岗岩，老师说它祖先可能是海底泥沙或火山熔岩。"", ""tags"": [""岩石循环"", ""三大类"", ""转化""], ""title"": ""石头变形记"", ""warning"": ""任何岩石都能转变为另一类岩石。""}"
API810_322,Geoscience,地震成因,B,"{""concept"": ""地震成因"", ""id"": ""C22"", ""scene"": ""警报响后，小彤想起老师的话：地震是断层错动，不是溶洞塌陷。"", ""tags"": [""断层"", ""弹性应变"", ""板块边界""], ""title"": ""不是塌方"", ""warning"": ""地震多因断层滑动，不是地下空洞塌陷。""}"
API810_323,Geoscience,火山与板块边界,B,"{""concept"": ""火山与板块边界"", ""id"": ""C23"", ""scene"": ""小达查火山分布图，发现它们排成线，正好落在板块交界处。"", ""tags"": [""火山"", ""板块边界"", ""分布规律""], ""title"": ""火山的规矩"", ""warning"": ""火山主要在板块边界，不随机出现。""}"
API810_324,Geoscience,地球内部结构,B,"{""concept"": ""地球内部结构"", ""id"": ""C24"", ""scene"": ""看科幻片，小飞以为地心是岩浆。老师纠正：内核是固态铁镍。"", ""tags"": [""地核"", ""固态内核"", ""液态外核""], ""title"": ""铁心真相"", ""warning"": ""地球内核因高压是固态，不是液态。""}"
API810_325,Climate/Environment,温室效应,B,"{""concept"": ""温室效应"", ""id"": ""C25"", ""scene"": ""小涵吐槽温室效应，老师却说：没有它，地球会冷到零下18度。"", ""tags"": [""温室效应"", ""天然保暖"", ""辐射""], ""title"": ""不可或缺"", ""warning"": ""天然温室效应让地球宜居，过量才危险。""}"
API810_326,Climate/Environment,天气与气候,B,"{""concept"": ""天气与气候"", ""id"": ""C26"", ""scene"": ""寒潮来袭，小豪说：全球变暖是假的吧？姐姐摇头：看长期。"", ""tags"": [""天气"", ""气候"", ""长期趋势""], ""title"": ""一日之寒"", ""warning"": ""一天冷不代表气候趋势，得看长期。""}"
API810_327,Climate/Environment,全球变暖与气候变化,B,"{""concept"": ""全球变暖与气候变化"", ""id"": ""C27"", ""scene"": ""小信奇怪：都说变暖，怎么某个地方冬天更冷了？这是气候失衡。"", ""tags"": [""全球变暖"", ""极值天气"", ""不均""], ""title"": ""不均之暖"", ""warning"": ""全球均值上升，局部可能短期更冷。""}"
API810_328,Climate/Environment,二氧化碳的气候作用,B,"{""concept"": ""二氧化碳的气候作用"", ""id"": ""C28"", ""scene"": ""小韵质疑：CO₂才占空气万分之四，能翻天？老师打了个比喻。"", ""tags"": [""二氧化碳"", ""温室气体"", ""微量""], ""title"": ""微量的力量"", ""warning"": ""极少量的CO₂也能显著改变地温。""}"
API810_329,Climate/Environment,海洋垃圾与塑料污染,B,"{""concept"": ""海洋垃圾与塑料污染"", ""id"": ""C29"", ""scene"": ""海边，小川看到塑料瓶，想起老师说它几百年都不会真消失。"", ""tags"": [""塑料"", ""降解缓慢"", ""微粒""], ""title"": ""永远的垃圾"", ""warning"": ""塑料在海洋中分解极慢，只变成微粒。""}"
API810_330,Climate/Environment,自然变率与人为影响,B,"{""concept"": ""自然变率与人为影响"", ""id"": ""C30"", ""scene"": ""小驿问：以前也暖过呀。老师说：这次变暖速度远超自然记录。"", ""tags"": [""自然变率"", ""人为影响"", ""加速""], ""title"": ""两种推力"", ""warning"": ""当前变暖速度远超自然波动，人为为主。""}"
API810_331,Physics,惯性,C,answer: A
API810_332,Physics,净力与加速度,C,answer: B
API810_333,Physics,牛顿第三定律,C,answer: B
API810_334,Physics,抛体运动,C,answer: B
API810_335,Physics,圆周运动,C,answer: B
API810_336,Physics,摩擦力与运动,C,answer: C
API810_337,Chemistry,质量守恒,C,answer: C
API810_338,Chemistry,物质微粒观,C,answer: C
API810_339,Chemistry,相变,C,answer: B
API810_340,Chemistry,化学反应与物理变化,C,answer: B
API810_341,Chemistry,化学键,C,answer: B
API810_342,Chemistry,溶液浓度与稀释,C,answer: B
API810_343,Biology,自然选择,C,answer: B
API810_344,Biology,进化没有预设目标,C,answer: B
API810_345,Biology,随机变异与非随机选择,C,answer: B
API810_346,Biology,遗传信息与性状,C,answer: B
API810_347,Biology,能量流动与物质循环,C,answer: B
API810_348,Biology,光合作用与细胞呼吸,C,answer: B
API810_349,Geoscience,板块构造,C,answer: B
API810_350,Geoscience,地质时间,C,answer: B
API810_351,Geoscience,岩石循环,C,answer: B
API810_352,Geoscience,地震成因,C,answer: B
API810_353,Geoscience,火山与板块边界,C,answer: B
API810_354,Geoscience,地球内部结构,C,answer: C
API810_355,Climate/Environment,温室效应,C,answer: B
API810_356,Climate/Environment,天气与气候,C,answer: B
API810_357,Climate/Environment,全球变暖与气候变化,C,answer: B
API810_358,Climate/Environment,二氧化碳的气候作用,C,answer: B
API810_359,Climate/Environment,海洋垃圾与塑料污染,C,answer: B
API810_360,Climate/Environment,自然变率与人为影响,C,answer: B
API810_361,Physics,惯性,A,"text: 惯性是物体保持原有运动状态的性质。
misconception: 运动必须一直受力
correction: 没有净力时，物体也可保持匀速直线运动。"
API810_362,Physics,净力与加速度,A,"text: 净力是作用在物体上所有力的合力，它决定物体的加速度。
misconception: 力直接决定物体的运动速度。
correction: 净力产生加速度以改变速度，而不是维持速度。"
API810_363,Physics,牛顿第三定律,A,"text: 两个物体间的相互作用力总是大小相等、方向相反，且作用在不同物体上。
misconception: 质量大的物体施加的力更大。
correction: 无论质量差异多大，双方受到的相互作用力大小始终相等。"
API810_364,Physics,抛体运动,A,"text: 抛体运动是物体在重力作用下，具有水平初速度的运动。
misconception: 水平速度越大，落地越快。
correction: 落地时间仅由下落的竖直高度决定，与水平初速度无关。"
API810_365,Physics,圆周运动,A,"text: 圆周运动需要向心力来不断改变物体的运动方向。
misconception: 做圆周运动的物体有向外飞的离心力。
correction: 所谓离心只是惯性表现，实际上并不存在真实的离心力。"
API810_366,Physics,摩擦力与运动,A,"text: 摩擦力是阻碍物体相对运动或相对运动趋势的力。
misconception: 摩擦力总是阻碍物体的运动。
correction: 摩擦力也可以是动力，比如人走路时地面提供的静摩擦力。"
API810_367,Chemistry,质量守恒,A,"text: 封闭系统内，无论发生何种物理或化学变化，总质量保持不变。
misconception: 物质燃烧后变轻是因为质量消失了。
correction: 质量并未消失，只是转化为气体散发到空气中，总质量守恒。"
API810_368,Chemistry,物质微粒观,A,"text: 所有的物质都是由肉眼不可见的微小粒子（分子、原子等）构成的。
misconception: 物质是连续不断、没有内部空隙的。
correction: 微粒之间存在空隙，且微粒在不断地做无规则的热运动。"
API810_369,Chemistry,相变,A,"text: 相变是物质在固、液、气等不同状态间的转变，由温度和压力决定。
misconception: 水结冰后分子就完全静止了。
correction: 相变不改变微粒本身，固态下的微粒仍在平衡位置附近振动。"
API810_370,Chemistry,化学反应与物理变化,A,"text: 物理变化不产生新物质，而化学变化会打破旧化学键，生成全新物质。
misconception: 水沸腾变成水蒸气是化学反应。
correction: 状态改变未生成新物质，属物理变化；化学变化必有新物质。"
API810_371,Chemistry,化学键,A,"text: 化学键是相邻原子或离子之间强烈的相互作用，用于形成分子或晶体。
misconception: 破坏化学键会释放能量。
correction: 打断化学键需要吸收能量，形成新化学键才会释放能量。"
API810_372,Chemistry,溶液浓度与稀释,A,"text: 浓度指单位体积溶液中溶质的量。加溶剂稀释会降低浓度，但不改变溶质总量。
misconception: 稀释后，溶质的质量或分子变小了。
correction: 稀释仅增加了溶剂的量，溶质的颗粒大小和总质量不变。"
API810_373,Biology,自然选择,A,"text: 自然选择指适应环境的个体存活并繁衍，将其有利特征传给后代的过程。
misconception: 生物为了适应环境而主动发生变异。
correction: 环境只是筛选了已存在的有利变异，而非导致变异产生的原因。"
API810_374,Biology,进化没有预设目标,A,"text: 进化是盲目的过程，没有终极方向，只是对当前环境的不断适应。
misconception: 进化是从低级到高级的必然进步。
correction: 进化只论适应与否，复杂或简单都可能成为环境下的优势。"
API810_375,Biology,随机变异与非随机选择,A,"text: 基因突变是随机发生的，但自然选择则是非随机地保留有利突变。
misconception: 整个进化过程完全是纯偶然的随机事件。
correction: 变异虽随机，但环境的筛选机制是定向且非随机的。"
API810_376,Biology,遗传信息与性状,A,"text: 基因携带遗传信息，通过指导蛋白质合成来决定生物体的可观测性状。
misconception: 后天锻炼出的肌肉可以遗传给后代。
correction: 后天环境导致的性状改变不改变生殖细胞的基因，无法遗传。"
API810_377,Biology,能量流动与物质循环,A,"text: 生态系统中物质可循环利用，但能量只能单向流动且逐级递减。
misconception: 能量在生态系统中可以不断循环使用。
correction: 能量流动是单向的，最终多以热能形式散失，需太阳不断补充。"
API810_378,Biology,光合作用与细胞呼吸,A,"text: 光合作用将光能转化为化学能储存于有机物，细胞呼吸分解有机物释放能量。
misconception: 植物只进行光合作用，不进行呼吸作用。
correction: 植物的生存同样需要能量，它们无时无刻不在进行细胞呼吸。"
API810_379,Geoscience,板块构造,A,"text: 地球岩石圈被分为多个不断移动的板块，它们漂浮在软流层之上。
misconception: 地球的表面是坚固且一成不变的整体。
correction: 地壳由持续运动的板块组成，板块运动塑造了地球表面的地貌。"
API810_380,Geoscience,地质时间,A,"text: 漫长的地质时间使得地球上微小的变化能够累积成巨大的地理改变。
misconception: 高山和峡谷都是在短时间内突然形成的。
correction: 壮观地貌通常经历了数百万年的缓慢侵蚀和地质作用才形成。"
API810_381,Geoscience,岩石循环,A,"text: 岩浆岩、沉积岩和变质岩在高温、高压和风化等作用下可以相互转化。
misconception: 一块岩石一旦形成，它的种类就永远固定不变。
correction: 岩石在地质循环中不断重塑，任何岩石都可转化为其他类型的岩石。"
API810_382,Geoscience,地震成因,A,"text: 地壳岩石层在应力作用下突然断裂或错动，释放巨大能量并产生地震波。
misconception: 地震是由地下岩浆的剧烈爆炸引起的。
correction: 绝大多数地震是由于板块运动导致断层破裂、释放应力造成的。"
API810_383,Geoscience,火山与板块边界,A,"text: 大多数火山分布在板块交界处，那里的地壳薄弱，岩浆容易涌出地表。
misconception: 火山可以在地球上任何地方随意出现。
correction: 火山主要集中在板块的俯冲带和扩张带，受深层地质构造控制。"
API810_384,Geoscience,地球内部结构,A,"text: 地球内部从外到内分为地壳、地幔和地核，温度和压力随深度逐渐增加。
misconception: 地球内部全都是液态的岩浆。
correction: 地幔绝大部分是固态岩石，只有外地核是液态，内地核也是固态。"
API810_385,Climate/Environment,温室效应,A,"text: 大气中的温室气体吸收并重新辐射地球表面的热量，使地表保持温暖。
misconception: 温室效应完全是人类活动造成的有害现象。
correction: 天然温室效应是维持地球宜居的基础，人类活动异常加剧了该效应。"
API810_386,Climate/Environment,天气与气候,A,"text: 天气是短期的气象状态，而气候是一个地区长期的平均天气状况。
misconception: 今天异常寒冷，说明全球变暖是骗局。
correction: 单日异常寒冷的天气只是短期波动，不能否定长期的气候变暖趋势。"
API810_387,Climate/Environment,全球变暖与气候变化,A,"text: 全球变暖引发了包括极端天气、海平面上升等更广泛的气候变化。
misconception: 气候变化仅仅意味着冬天不再寒冷。
correction: 它不仅改变温度，还加剧干旱、洪涝等极端天气现象，影响更广。"
API810_388,Climate/Environment,二氧化碳的气候作用,A,"text: 二氧化碳是主要的温室气体，其浓度的微小增加也能显著增强保温效果。
misconception: 空气中二氧化碳比例极低，不足以影响气候。
correction: 二氧化碳对红外辐射吸收能力极强，微量增加足以打破地球热量平衡。"
API810_389,Climate/Environment,海洋垃圾与塑料污染,A,"text: 塑料难以降解，在海洋中会破碎成微塑料，长期危害海洋生物和生态系统。
misconception: 丢进海里的垃圾最终都会自然消失。
correction: 塑料在海中可存留数百年，被生物误食后还会进入人类食物链。"
API810_390,Climate/Environment,自然变率与人为影响,A,"text: 气候系统的自然波动与人类活动共同影响地球，但近期变暖主要由人类主导。
misconception: 现代气候变化完全是地球的自然周期变动。
correction: 工业革命以来的快速变暖速度远超自然变动周期，主要是人类排放所致。"
API810_391,Physics,惯性,B,"{""concept"": ""惯性"", ""id"": ""C01"", ""scene"": ""公交急刹，小林身体前倾，才发现身体会保持原来的运动。"", ""tags"": [""惯性"", ""运动状态"", ""净力""], ""title"": ""急刹那刻"", ""warning"": ""别把惯性误解成一种力。""}"
API810_392,Physics,净力与加速度,B,"{""concept"": ""净力与加速度"", ""id"": ""C02"", ""scene"": ""小明用力推超市里的推车，车越来越快，他意识到力改变了车的速度。"", ""tags"": [""净力"", ""加速度"", ""速度改变""], ""title"": ""飞驰的推车"", ""warning"": ""力产生加速度改变速度，而不是维持速度。""}"
API810_393,Physics,牛顿第三定律,B,"{""concept"": ""牛顿第三定律"", ""id"": ""C03"", ""scene"": ""鸡蛋碰石头碎了。小红以为石头施加的力更大，其实双方受力完全一样。"", ""tags"": [""作用力"", ""反作用力"", ""受力均等""], ""title"": ""撞碎的鸡蛋"", ""warning"": ""受力一样大，鸡蛋碎是因为它的结构更脆弱。""}"
API810_394,Physics,抛体运动,B,"{""concept"": ""抛体运动"", ""id"": ""C04"", ""scene"": ""老师平抛和让粉笔自由掉落，两支竟同时落地，学生们惊讶极了。"", ""tags"": [""平抛"", ""重力"", ""独立运动""], ""title"": ""扔出的粉笔"", ""warning"": ""水平扔出的速度不影响物体落地的快慢。""}"
API810_395,Physics,圆周运动,B,"{""concept"": ""圆周运动"", ""id"": ""C05"", ""scene"": ""杂技演员甩动流星锤，绳子一断，球顺着切线直直飞出，并未向外逃逸。"", ""tags"": [""向心力"", ""切线方向"", ""无离心力""], ""title"": ""脱手的流星锤"", ""warning"": ""不存在真实的向外甩的“离心力”。""}"
API810_396,Physics,摩擦力与运动,B,"{""concept"": ""摩擦力与运动"", ""id"": ""C06"", ""scene"": ""运动员起跑用力蹬地，全靠鞋底向前的静摩擦力推着他如离弦之箭冲刺。"", ""tags"": [""摩擦力"", ""动力"", ""相对趋势""], ""title"": ""起跑的瞬间"", ""warning"": ""摩擦力不仅仅是阻力，也能成为前进的动力。""}"
API810_397,Chemistry,质量守恒,B,"{""concept"": ""质量守恒"", ""id"": ""C07"", ""scene"": ""小华称量燃烧的火柴，发现若用罩子收集散逸的烟气，总重量根本没变。"", ""tags"": [""质量守恒"", ""封闭系统"", ""气体散逸""], ""title"": ""烧完的火柴"", ""warning"": ""燃烧变轻是因为气体跑了，物质的质量没消失。""}"
API810_398,Chemistry,物质微粒观,B,"{""concept"": ""物质微粒观"", ""id"": ""C08"", ""scene"": ""刚进公园，莉莉就闻到桂花香。那是花香分子在空气中不断跑动的结果。"", ""tags"": [""微粒"", ""热运动"", ""分子间隙""], ""title"": ""远处的花香"", ""warning"": ""物质不是连续不断的，是由运动的微粒组成。""}"
API810_399,Chemistry,相变,B,"{""concept"": ""相变"", ""id"": ""C09"", ""scene"": ""太阳出来，冰雕化成了水。水分子本身没变，只是它们抱得没那么紧了。"", ""tags"": [""相变"", ""状态改变"", ""分子间距""], ""title"": ""融化的冰雕"", ""warning"": ""相变发生时，构成物质的微粒本身没有改变。""}"
API810_400,Chemistry,化学反应与物理变化,B,"{""concept"": ""化学反应与物理变化"", ""id"": ""C10"", ""scene"": ""妈妈熬糖色，白糖变成了焦黑的糊状物。原本的分子被破坏重组了。"", ""tags"": [""化学反应"", ""物理变化"", ""新物质""], ""title"": ""焦黑的白糖"", ""warning"": ""物理变化没有新物质，化学变化生成了新物质。""}"
API810_401,Chemistry,化学键,B,"{""concept"": ""化学键"", ""id"": ""C11"", ""scene"": ""小刚想把紧紧咬合的两块积木拔开，他必须用力，这就像打断化学键。"", ""tags"": [""化学键"", ""断键吸热"", ""成键放热""], ""title"": ""拆解积木"", ""warning"": ""破坏化学键需要吸收能量，而非释放能量。""}"
API810_402,Chemistry,溶液浓度与稀释,B,"{""concept"": ""溶液浓度与稀释"", ""id"": ""C12"", ""scene"": ""妹妹嫌糖水太甜加了半杯水。水变淡了，但杯底溶化的糖其实一点没少。"", ""tags"": [""溶液浓度"", ""稀释"", ""溶质守恒""], ""title"": ""变淡的糖水"", ""warning"": ""稀释只增加了溶剂，溶质的总量并没有改变。""}"
API810_403,Biology,自然选择,B,"{""concept"": ""自然选择"", ""id"": ""C13"", ""scene"": ""树干被煤烟熏黑，原本少见的黑飞蛾躲过鸟类存活繁衍，占据了数量优势。"", ""tags"": [""自然选择"", ""适应环境"", ""生存繁衍""], ""title"": ""躲藏的飞蛾"", ""warning"": ""生物不会为了适应环境而主动发生变异。""}"
API810_404,Biology,进化没有预设目标,B,"{""concept"": ""进化没有预设目标"", ""id"": ""C14"", ""scene"": ""深洞里的鱼退化了眼睛，省下能量求生。在黑暗中，失去视力反而是赢家。"", ""tags"": [""进化无向"", ""适应即胜"", ""非必然""], ""title"": ""黑暗中的盲鱼"", ""warning"": ""进化论不代表从低级到高级的必然进步。""}"
API810_405,Biology,随机变异与非随机选择,B,"{""concept"": ""随机变异与非随机选择"", ""id"": ""C15"", ""scene"": ""农夫撒下各种种子，只有耐旱的苗熬过了旱季。变异虽随机，淘汰却定准。"", ""tags"": [""随机变异"", ""环境筛选"", ""非随机""], ""title"": ""残酷的旱季"", ""warning"": ""选择有利变异的环境机制是定向且非随机的。""}"
API810_406,Biology,遗传信息与性状,B,"{""concept"": ""遗传信息与性状"", ""id"": ""C16"", ""scene"": ""老铁匠打铁练出粗壮的胳膊，但他刚出生的儿子，手臂依然和常人一样。"", ""tags"": [""基因表达"", ""后天性状"", ""不可遗传""], ""title"": ""铁匠的手臂"", ""warning"": ""后天环境导致身体特征的改变是无法遗传的。""}"
API810_407,Biology,能量流动与物质循环,B,"{""concept"": ""能量流动与物质循环"", ""id"": ""C17"", ""scene"": ""兔子吃草，老鹰吃兔。碳元素在流转，但最初来自阳光的能量却越分越少。"", ""tags"": [""能量流动"", ""物质循环"", ""单向递减""], ""title"": ""老鹰抓兔子"", ""warning"": ""能量在生态中单向递减，无法无限循环利用。""}"
